graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,50,13,26.0,0.008620689655172414,0.7960875331564987,48,20,48,"[T20 W: 0, T33 W: 17.0, T31 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008887425938117182,0.8643844634628045,48,20,48,"[T12 W: 0, T47 W: 9.0, T20 W: 0]",0.25
erdos-renyi,50,13,28.0,0.009026434558349452,0.8168923275306254,48,21,48,"[T0 W: 0, T8 W: 16.0, T20 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008191747572815534,0.7851941747572816,48,21,48,"[T1 W: 0, T36 W: 15.0, T34 W: 0]",0.25
erdos-renyi,50,13,29.0,0.009034267912772585,0.905607476635514,48,20,48,"[T22 W: 0, T33 W: 18.0, T45 W: 0]",0.25
erdos-renyi,50,17,30.0,0.006925207756232687,1.0406278855032318,48,31,48,"[T23 W: 0, T22 W: 14.0, T26 W: 0]",0.33
erdos-renyi,50,17,29.0,0.0072103431128791645,0.8242168075584286,48,25,48,"[T12 W: 0, T7 W: 16.0, T16 W: 0]",0.33
erdos-renyi,50,17,32.0,0.007561436672967864,0.9352551984877127,48,29,48,"[T22 W: 0, T20 W: 16.0, T41 W: 0]",0.33
erdos-renyi,50,17,26.0,0.006867406233491812,0.9094030639197042,48,26,48,"[T3 W: 0, T24 W: 10.0, T44 W: 0]",0.33
erdos-renyi,50,17,34.0,0.007579135086937138,0.9322336156932679,48,28,48,"[T2 W: 0, T46 W: 17.0, T48 W: 0]",0.33
erdos-renyi,50,13,33.0,0.01069345430978613,0.8272845106934543,12,20,1d,"[T3 W: 0, T42 W: 7.0, T26 W: 6.0, T11 W: 0]",0.25
erdos-renyi,50,13,38.0,0.01215611004478567,0.8864363403710812,13,22,1d,"[T11 W: 0, T9 W: 10.0, T18 W: 6.0, T47 W: 0]",0.25
erdos-renyi,50,13,41.0,0.013888888888888888,0.9393631436314364,12,23,1d,"[T13 W: 0, T26 W: 9.0, T14 W: 8.0, T41 W: 0]",0.25
erdos-renyi,50,13,48.0,0.014277215942891136,1.0773349196906603,13,28,1d,"[T37 W: 0, T21 W: 12.0, T29 W: 14.0, T47 W: 0]",0.25
erdos-renyi,50,13,34.0,0.01054590570719603,0.8653846153846154,13,24,1d,"[T31 W: 0, T46 W: 9.0, T13 W: 3.0, T32 W: 0]",0.25
erdos-renyi,50,17,38.0,0.008800370541917554,0.8457619268179712,17,28,1d,"[T2 W: 0, T43 W: 8.0, T49 W: 10.0, T7 W: 0]",0.33
erdos-renyi,50,17,26.0,0.006350757205666829,0.8834880312652662,16,28,1d,"[T10 W: 0, T14 W: 14.0, T30 W: 0]",0.33
erdos-renyi,50,17,31.0,0.007719123505976096,0.862300796812749,16,26,1d,"[T0 W: 0, T47 W: 18.0, T21 W: 0]",0.33
erdos-renyi,50,17,42.0,0.010209042294603793,0.9124939231891104,17,27,1d,"[T12 W: 0, T29 W: 17.0, T34 W: 3.0, T48 W: 0]",0.33
erdos-renyi,50,17,37.0,0.009850905218317359,0.8788604898828541,16,25,1d,"[T4 W: 0, T14 W: 10.0, T19 W: 9.0, T18 W: 0]",0.33
erdos-renyi,50,13,28.0,0.008647313156269302,0.8480543545398395,24,20,2d,"[T7 W: 0, T26 W: 18.0, T20 W: 0]",0.25
erdos-renyi,50,13,30.0,0.009322560596643879,0.7983219390926041,24,19,2d,"[T18 W: 0, T9 W: 15.0, T33 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008823529411764706,0.8748366013071895,24,20,2d,"[T1 W: 0, T34 W: 9.0, T15 W: 0]",0.25
erdos-renyi,50,13,25.0,0.007759155803848541,0.9109248913718188,26,23,2d,"[T0 W: 0, T6 W: 16.0, T33 W: 0]",0.25
erdos-renyi,50,13,28.0,0.008917197452229299,0.8398089171974522,24,21,2d,"[T17 W: 0, T24 W: 15.0, T34 W: 0]",0.25
