graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,25,9,29.0,0.025,0.9594827586206897,96,13,12d,"[T12 W: 0, T18 W: 13.0, T20 W: 0]",0.33
erdos-renyi,25,9,28.0,0.028112449799196786,1.0421686746987953,96,15,12d,"[T1 W: 0, T15 W: 16.0, T5 W: 0]",0.33
erdos-renyi,25,9,26.0,0.026915113871635612,0.8685300207039337,108,12,12d,"[T12 W: 0, T14 W: 10.0, T23 W: 0]",0.33
erdos-renyi,25,9,25.0,0.02244165170556553,0.8635547576301615,108,13,12d,"[T0 W: 0, T15 W: 17.0, T7 W: 0]",0.33
erdos-renyi,50,13,47.0,0.014854614412136535,0.8644121365360303,10,23,10,"[T20 W: 0, T35 W: 11.0, T44 W: 16.0, T23 W: 0]",0.25
erdos-renyi,50,13,40.0,0.013395847287340924,0.8044206296048225,10,23,10,"[T0 W: 0, T24 W: 8.0, T34 W: 10.0, T3 W: 0]",0.25
erdos-renyi,50,13,44.0,0.01414790996784566,0.9048231511254019,10,23,10,"[T22 W: 0, T17 W: 11.0, T40 W: 5.0, T28 W: 0]",0.25
erdos-renyi,50,13,49.0,0.014394829612220916,0.9200940070505288,10,24,10,"[T35 W: 0, T20 W: 12.0, T22 W: 3.0, T18 W: 8.0, T36 W: 0]",0.25
erdos-renyi,50,13,50.0,0.013455328310010764,0.8858988159311088,10,30,10,"[T9 W: 0, T18 W: 13.0, T12 W: 3.0, T13 W: 7.0, T44 W: 0]",0.25
erdos-renyi,50,17,62.0,0.01509985387238188,1.0947394057476862,10,32,10,"[T9 W: 0, T31 W: 7.0, T37 W: 6.0, T22 W: 12.0, T21 W: 0]",0.33
erdos-renyi,50,17,59.0,0.013810861423220975,1.011938202247191,10,30,10,"[T25 W: 0, T0 W: 6.0, T23 W: 7.0, T10 W: 14.0, T34 W: 0]",0.33
erdos-renyi,50,17,77.0,0.01751592356687898,0.9574613284804367,10,28,10,"[T35 W: 0, T6 W: 13.0, T13 W: 11.0, T43 W: 15.0, T44 W: 0]",0.33
erdos-renyi,50,17,63.0,0.016079632465543645,0.9264931087289433,10,27,10,"[T2 W: 0, T28 W: 11.0, T45 W: 16.0, T4 W: 0]",0.33
erdos-renyi,50,17,52.0,0.014001077005923533,0.9876144318793754,10,27,10,"[T17 W: 0, T8 W: 12.0, T22 W: 2.0, T8 W: 12.0, T23 W: 0]",0.33
erdos-renyi,50,13,29.0,0.009366925064599484,0.9018087855297158,16,20,16,"[T29 W: 0, T30 W: 8.0, T20 W: 3.0, T42 W: 0]",0.25
erdos-renyi,50,13,28.0,0.008766437069505322,0.8447088290544772,16,21,16,"[T5 W: 0, T15 W: 14.0, T37 W: 0]",0.25
erdos-renyi,50,13,27.0,0.008246792913866829,0.8839340256566891,16,22,16,"[T12 W: 0, T37 W: 12.0, T34 W: 0]",0.25
erdos-renyi,50,13,34.0,0.01020408163265306,0.8370348139255702,16,21,16,"[T14 W: 0, T16 W: 17.0, T46 W: 0]",0.25
erdos-renyi,50,13,29.0,0.008912108174554395,0.9459127228027043,16,24,16,"[T26 W: 0, T32 W: 18.0, T46 W: 0]",0.25
erdos-renyi,50,17,32.0,0.008117706747843734,0.9604261796042618,16,26,16,"[T32 W: 0, T45 W: 14.0, T35 W: 0]",0.33
erdos-renyi,50,17,35.0,0.008807247106190236,0.9383492702566684,16,26,16,"[T10 W: 0, T28 W: 9.0, T11 W: 4.0, T49 W: 0]",0.33
