graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,type
erdos-renyi,25,5,32.0,0.0622568093385214,1.3346303501945525,24,8,24,"[N:T13,0,[], N:T0,32.0,[]]",bfs
erdos-renyi,25,5,30.0,0.04838709677419355,1.3129032258064517,24,10,24,"[N:T11,0,[], N:T22,30.0,[]]",bfs
erdos-renyi,25,5,30.0,0.05725190839694656,1.5801526717557253,24,12,24,"[N:T0,0,[], N:T14,30.0,[]]",bfs
erdos-renyi,25,6,34.0,0.059233449477351915,1.5365853658536586,24,11,24,"[N:T24,0,[], N:T11,34.0,[]]",bfs
erdos-renyi,25,6,32.0,0.04113110539845758,1.3573264781491003,24,11,24,"[N:T4,0,[], N:T11,32.0,[]]",bfs
erdos-renyi,25,6,32.0,0.04199475065616798,1.4356955380577427,24,11,24,"[N:T24,0,[], N:T0,32.0,[]]",bfs
erdos-renyi,25,6,34.0,0.039627039627039624,1.5361305361305362,24,14,24,"[N:T4,0,[], N:T23,34.0,[]]",bfs
erdos-renyi,25,6,30.0,0.045454545454545456,1.481818181818182,24,10,24,"[N:T6,0,[], N:T1,30.0,[]]",bfs
erdos-renyi,25,7,32.0,0.03397027600849257,1.3630573248407643,24,11,24,"[N:T9,0,[], N:T19,32.0,[]]",bfs
erdos-renyi,25,7,26.0,0.03233830845771144,1.4203980099502487,24,10,24,"[N:T24,0,[], N:T1,26.0,[]]",bfs
erdos-renyi,25,7,30.0,0.03579952267303103,1.3794749403341289,24,12,24,"[N:T15,0,[], N:T11,30.0,[]]",bfs
erdos-renyi,25,7,36.0,0.03938730853391685,1.262582056892779,24,10,24,"[N:T5,0,[], N:T12,36.0,[]]",bfs
erdos-renyi,25,7,34.0,0.03359683794466403,1.2984189723320159,24,11,24,"[N:T21,0,[], N:T19,34.0,[]]",bfs
erdos-renyi,25,8,34.0,0.029411764705882353,1.3408304498269896,24,13,24,"[N:T14,0,[], N:T23,34.0,[]]",bfs
erdos-renyi,25,8,30.0,0.031914893617021274,1.3446808510638297,24,11,24,"[N:T16,0,[], N:T23,30.0,[]]",bfs
erdos-renyi,25,8,34.0,0.031078610603290677,1.4058500914076781,24,14,24,"[N:T18,0,[], N:T24,34.0,[]]",bfs
erdos-renyi,25,8,34.0,0.034623217922606926,1.3136456211812628,24,11,24,"[N:T18,0,[], N:T13,34.0,[]]",bfs
erdos-renyi,25,8,32.0,0.0380952380952381,1.3309523809523809,24,11,24,"[N:T17,0,[], N:T5,32.0,[]]",bfs
erdos-renyi,25,9,32.0,0.03232323232323232,1.2686868686868686,24,12,24,"[N:T19,0,[], N:T20,32.0,[]]",bfs
erdos-renyi,25,9,36.0,0.0335195530726257,1.3594040968342644,24,12,24,"[N:T4,0,[], N:T19,36.0,[]]",bfs
erdos-renyi,25,9,34.0,0.03353057199211045,1.4220907297830374,24,16,24,"[N:T21,0,[], N:T19,34.0,[]]",bfs
erdos-renyi,25,9,34.0,0.031135531135531136,1.3882783882783882,24,14,24,"[N:T24,0,[], N:T3,34.0,[]]",bfs
erdos-renyi,25,9,32.0,0.029684601113172542,1.3951762523191094,24,13,24,"[N:T14,0,[], N:T2,32.0,[]]",bfs
erdos-renyi,25,10,36.0,0.027820710973724884,1.3230293663060277,24,14,24,"[N:T10,0,[], N:T11,36.0,[]]",bfs
erdos-renyi,25,10,34.0,0.030965391621129327,1.2714025500910746,24,15,24,"[N:T3,0,[], N:T15,34.0,[]]",bfs
erdos-renyi,25,10,36.0,0.032846715328467155,1.582116788321168,24,17,24,"[N:T4,0,[], N:T19,36.0,[]]",bfs
erdos-renyi,25,10,36.0,0.03501945525291829,1.433852140077821,24,13,24,"[N:T7,0,[], N:T9,36.0,[]]",bfs
erdos-renyi,25,10,36.0,0.03152364273204904,1.4308231173380035,24,16,24,"[N:T22,0,[], N:T9,36.0,[]]",bfs
erdos-renyi,25,1,26.0,0.14942528735632185,1.6551724137931034,48,4,48,"[N:T18,0,[], N:T14,26.0,[]]",bfs
erdos-renyi,25,1,18.0,0.18,2.0,48,3,48,"[N:T2,0,[], N:T1,18.0,[]]",bfs
erdos-renyi,25,1,18.0,0.1125,1.7375,48,3,48,"[N:T5,0,[], N:T11,18.0,[]]",bfs
erdos-renyi,25,1,18.0,0.12162162162162163,1.7162162162162162,48,4,48,"[N:T19,0,[], N:T23,18.0,[]]",bfs
erdos-renyi,25,1,18.0,0.1267605633802817,1.619718309859155,48,4,48,"[N:T2,0,[], N:T18,18.0,[]]",bfs
erdos-renyi,25,2,18.0,0.08108108108108109,1.8198198198198199,48,5,48,"[N:T0,0,[], N:T6,18.0,[]]",bfs
erdos-renyi,25,2,36.0,0.12,1.54,48,5,48,"[N:T5,0,[], N:T11,36.0,[]]",bfs
erdos-renyi,25,2,18.0,0.09278350515463918,1.597938144329897,48,4,48,"[N:T5,0,[], N:T0,18.0,[]]",bfs
erdos-renyi,25,2,28.0,0.10218978102189781,1.5255474452554745,48,5,48,"[N:T23,0,[], N:T2,28.0,[]]",bfs
erdos-renyi,25,2,18.0,0.059602649006622516,1.4503311258278146,48,7,48,"[N:T0,0,[], N:T8,18.0,[]]",bfs
erdos-renyi,25,3,18.0,0.04945054945054945,1.6483516483516483,48,7,48,"[N:T2,0,[], N:T6,18.0,[]]",bfs
