graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
barabasi-albert,25,2,18.0,0.03474903474903475,1.471042471042471,48,9,48,"[T4 W: 0, T18 W: 18.0]",1,original
barabasi-albert,25,2,18.0,0.0391304347826087,1.5130434782608695,48,9,48,"[T5 W: 0, T15 W: 18.0]",1,original
barabasi-albert,25,2,18.0,0.039473684210526314,1.4649122807017543,48,9,48,"[T15 W: 0, T18 W: 18.0]",1,original
barabasi-albert,25,2,18.0,0.0391304347826087,1.434782608695652,48,10,48,"[T7 W: 0, T24 W: 18.0]",1,original
barabasi-albert,25,2,17.0,0.0412621359223301,1.4757281553398058,48,10,48,"[T7 W: 0, T12 W: 17.0]",1,original
barabasi-albert,25,3,18.0,0.028938906752411574,1.347266881028939,48,11,48,"[T1 W: 0, T15 W: 18.0]",1,original
barabasi-albert,25,3,18.0,0.030201342281879196,1.4060402684563758,48,9,48,"[T0 W: 0, T20 W: 18.0]",1,original
barabasi-albert,25,3,18.0,0.02616279069767442,1.436046511627907,48,9,48,"[T3 W: 0, T17 W: 18.0]",1,original
barabasi-albert,25,3,18.0,0.02694610778443114,1.3682634730538923,48,11,48,"[T6 W: 0, T11 W: 18.0]",1,original
barabasi-albert,25,3,18.0,0.0297029702970297,1.4059405940594059,48,10,48,"[T0 W: 0, T6 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.022388059701492536,1.335820895522388,48,13,48,"[T8 W: 0, T17 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.020454545454545454,1.4295454545454545,48,12,48,"[T6 W: 0, T15 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.020224719101123594,1.3752808988764045,48,12,48,"[T4 W: 0, T15 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.022058823529411766,1.4313725490196079,48,12,48,"[T6 W: 0, T19 W: 18.0]",1,original
barabasi-albert,25,4,18.0,0.022004889975550123,1.3863080684596576,48,11,48,"[T7 W: 0, T3 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.018108651911468814,1.3480885311871227,48,12,48,"[T6 W: 0, T19 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.01694915254237288,1.4218455743879472,48,12,48,"[T5 W: 0, T17 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.017964071856287425,1.3612774451097804,48,11,48,"[T6 W: 0, T19 W: 18.0]",1,original
barabasi-albert,25,5,18.0,0.0162748643761302,1.3851717902350813,48,12,48,"[T3 W: 0, T14 W: 18.0]",1,original
