graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,max_route_len,type
star,25,6,34.0,0.02533532041728763,1.4977645305514158,16,13,16,"[T16 W: 0, T22 W: 12.0, T19 W: 11.0]",2,egobalance
star,25,6,30.0,0.024752475247524754,1.4405940594059405,16,13,16,"[T5 W: 0, T17 W: 6.0, T22 W: 12.0]",2,egobalance
star,25,6,22.0,0.017713365539452495,1.4202898550724639,16,13,16,"[T13 W: 0, T23 W: 10.0, T18 W: 6.0]",2,egobalance
star,25,6,34.0,0.02631578947368421,1.4210526315789473,16,13,16,"[T9 W: 0, T24 W: 14.0, T12 W: 10.0]",2,egobalance
star,25,7,30.0,0.02063273727647868,1.4154057771664375,16,13,16,"[T13 W: 0, T7 W: 12.0, T9 W: 9.0]",2,egobalance
star,25,7,21.0,0.01485148514851485,1.3748231966053748,16,13,16,"[T14 W: 0, T18 W: 11.0, T19 W: 5.0]",2,egobalance
star,25,7,31.0,0.021678321678321677,1.3846153846153846,16,13,16,"[T20 W: 0, T23 W: 13.0, T24 W: 9.0]",2,egobalance
star,25,7,35.0,0.02390710382513661,1.4084699453551912,16,13,16,"[T19 W: 0, T23 W: 17.0, T10 W: 9.0]",2,egobalance
star,25,7,26.0,0.018439716312056736,1.4156028368794327,16,13,16,"[T23 W: 0, T18 W: 14.0, T10 W: 6.0]",2,egobalance
star,25,8,26.0,0.016455696202531647,1.3949367088607596,16,14,16,"[T22 W: 0, T17 W: 10.0, T18 W: 8.0]",2,egobalance
star,25,8,34.0,0.019813519813519812,1.4475524475524475,16,13,16,"[T12 W: 0, T16 W: 12.0, T19 W: 11.0]",2,egobalance
star,25,8,24.0,0.015424164524421594,1.3663239074550129,16,13,16,"[T23 W: 0, T18 W: 12.0, T24 W: 6.0]",2,egobalance
star,25,8,36.0,0.02214022140221402,1.4415744157441575,16,13,16,"[T12 W: 0, T10 W: 12.0, T8 W: 12.0]",2,egobalance
star,25,8,27.0,0.017352185089974295,1.461439588688946,16,13,16,"[T9 W: 0, T22 W: 7.0, T7 W: 10.0]",2,egobalance
star,25,9,30.0,0.016268980477223426,1.383947939262473,16,13,16,"[T13 W: 0, T16 W: 8.0, T15 W: 11.0]",2,egobalance
star,25,9,39.0,0.02181208053691275,1.4340044742729305,16,14,16,"[T17 W: 0, T12 W: 15.0, T23 W: 12.0]",2,egobalance
star,25,9,40.0,0.02145922746781116,1.4302575107296138,16,13,16,"[T20 W: 0, T4 W: 12.0, T23 W: 14.0]",2,egobalance
star,25,9,32.0,0.017410228509249184,1.397170837867247,16,13,16,"[T6 W: 0, T21 W: 12.0, T3 W: 10.0]",2,egobalance
star,25,9,31.0,0.017754868270332187,1.3780068728522337,16,13,16,"[T14 W: 0, T4 W: 7.0, T8 W: 12.0]",2,egobalance
star,25,10,40.0,0.02066115702479339,1.3698347107438016,16,13,16,"[T18 W: 0, T7 W: 10.0, T17 W: 15.0]",2,egobalance
star,25,10,38.0,0.01890547263681592,1.3502487562189054,16,14,16,"[T23 W: 0, T22 W: 10.0, T20 W: 14.0]",2,egobalance
star,25,10,34.0,0.017085427135678392,1.3728643216080403,16,14,16,"[T22 W: 0, T7 W: 12.0, T10 W: 11.0]",2,egobalance
star,25,10,34.0,0.017,1.378,16,14,16,"[T10 W: 0, T8 W: 14.0, T18 W: 10.0]",2,egobalance
star,25,10,28.0,0.014492753623188406,1.3115942028985508,16,14,16,"[T6 W: 0, T20 W: 12.0, T24 W: 8.0]",2,egobalance
star,25,1,18.0,0.0743801652892562,1.43801652892562,24,13,24,"[T16 W: 0, T23 W: 18.0]",1,egobalance
star,25,1,15.0,0.055970149253731345,1.4850746268656716,24,13,24,"[T1 W: 0, T12 W: 15.0]",1,egobalance
star,25,1,17.0,0.06967213114754098,1.4836065573770492,24,13,24,"[T21 W: 0, T14 W: 17.0]",1,egobalance
star,25,1,18.0,0.0703125,1.3828125,24,13,24,"[T14 W: 0, T23 W: 18.0]",1,egobalance
star,25,1,15.0,0.0641025641025641,1.5042735042735043,24,13,24,"[T6 W: 0, T18 W: 15.0]",1,egobalance
star,25,2,17.0,0.032818532818532815,1.4594594594594594,24,13,24,"[T3 W: 0, T21 W: 17.0]",1,egobalance
star,25,2,17.0,0.03497942386831276,1.440329218106996,24,13,24,"[T23 W: 0, T12 W: 17.0]",1,egobalance
star,25,2,23.0,0.045098039215686274,1.4588235294117646,24,13,24,"[T21 W: 0, T18 W: 23.0]",1,egobalance
star,25,2,18.0,0.03461538461538462,1.4807692307692308,24,13,24,"[T20 W: 0, T14 W: 18.0]",1,egobalance
star,25,2,18.0,0.0379746835443038,1.3839662447257384,24,13,24,"[T16 W: 0, T24 W: 18.0]",1,egobalance
star,25,3,18.0,0.027439024390243903,1.4268292682926829,24,13,24,"[T0 W: 0, T10 W: 18.0]",1,egobalance
star,25,3,16.0,0.023255813953488372,1.4244186046511629,24,13,24,"[T5 W: 0, T14 W: 16.0]",1,egobalance
star,25,3,17.0,0.02599388379204893,1.4220183486238531,24,13,24,"[T1 W: 0, T24 W: 17.0]",1,egobalance
star,25,3,17.0,0.023809523809523808,1.4089635854341738,24,13,24,"[T5 W: 0, T13 W: 17.0]",1,egobalance
star,25,3,18.0,0.024456521739130436,1.4456521739130435,24,13,24,"[T19 W: 0, T11 W: 18.0]",1,egobalance
star,25,4,18.0,0.017374517374517374,1.415057915057915,24,13,24,"[T13 W: 0, T10 W: 18.0]",1,egobalance
star,25,4,18.0,0.020361990950226245,1.416289592760181,24,13,24,"[T5 W: 0, T22 W: 18.0]",1,egobalance
star,25,4,16.0,0.017777777777777778,1.4177777777777778,24,13,24,"[T3 W: 0, T23 W: 16.0]",1,egobalance
star,25,4,21.0,0.024475524475524476,1.3846153846153846,24,13,24,"[T9 W: 0, T16 W: 21.0]",1,egobalance
star,25,4,18.0,0.02122641509433962,1.403301886792453,24,13,24,"[T0 W: 0, T16 W: 18.0]",1,egobalance
star,25,5,18.0,0.01592920353982301,1.3946902654867257,24,13,24,"[T0 W: 0, T24 W: 18.0]",1,egobalance
star,25,5,17.0,0.015711645101663587,1.4251386321626618,24,13,24,"[T22 W: 0, T17 W: 17.0]",1,egobalance
star,25,5,16.0,0.014732965009208104,1.449355432780847,24,13,24,"[T1 W: 0, T11 W: 16.0]",1,egobalance
star,25,5,18.0,0.0166358595194085,1.4510166358595193,24,13,24,"[T14 W: 0, T12 W: 18.0]",1,egobalance
star,25,5,19.0,0.01632302405498282,1.4347079037800687,24,13,24,"[T19 W: 0, T9 W: 19.0]",1,egobalance
star,25,6,18.0,0.014469453376205787,1.3842443729903537,24,13,24,"[T23 W: 0, T6 W: 18.0]",1,egobalance
star,25,6,23.0,0.018976897689768978,1.391089108910891,24,13,24,"[T7 W: 0, T19 W: 23.0]",1,egobalance
star,25,6,19.0,0.01498422712933754,1.3249211356466877,24,13,24,"[T8 W: 0, T23 W: 19.0]",1,egobalance
star,25,6,18.0,0.013636363636363636,1.406060606060606,24,13,24,"[T5 W: 0, T10 W: 18.0]",1,egobalance
star,25,6,18.0,0.013846153846153847,1.3707692307692307,24,13,24,"[T0 W: 0, T11 W: 18.0]",1,egobalance
star,25,7,18.0,0.01293103448275862,1.3721264367816093,24,13,24,"[T0 W: 0, T13 W: 18.0]",1,egobalance
star,25,7,18.0,0.012032085561497326,1.3489304812834224,24,13,24,"[T3 W: 0, T16 W: 18.0]",1,egobalance
star,25,7,18.0,0.011568123393316195,1.345758354755784,24,13,24,"[T0 W: 0, T23 W: 18.0]",1,egobalance
star,25,7,21.0,0.013797634691195795,1.375821287779238,24,13,24,"[T17 W: 0, T22 W: 21.0]",1,egobalance
star,25,7,18.0,0.011278195488721804,1.3909774436090225,24,13,24,"[T1 W: 0, T21 W: 18.0]",1,egobalance
star,25,8,18.0,0.01164294954721863,1.3557567917205693,24,13,24,"[T2 W: 0, T8 W: 18.0]",1,egobalance
star,25,8,19.0,0.01193467336683417,1.364321608040201,24,13,24,"[T21 W: 0, T9 W: 19.0]",1,egobalance
star,25,8,20.0,0.01179245283018868,1.3785377358490567,24,13,24,"[T23 W: 0, T24 W: 20.0]",1,egobalance
star,25,8,18.0,0.011435832274459974,1.4218551461245235,24,13,24,"[T7 W: 0, T17 W: 18.0]",1,egobalance
star,25,8,22.0,0.0125,1.3397727272727273,24,13,24,"[T6 W: 0, T9 W: 22.0]",1,egobalance
star,25,9,18.0,0.009554140127388535,1.3386411889596603,24,13,24,"[T2 W: 0, T15 W: 18.0]",1,egobalance
star,25,9,22.0,0.012008733624454149,1.3635371179039302,24,13,24,"[T10 W: 0, T8 W: 22.0]",1,egobalance
star,25,9,18.0,0.01020408163265306,1.3458049886621315,24,13,24,"[T8 W: 0, T5 W: 18.0]",1,egobalance
star,25,9,20.0,0.010141987829614604,1.343813387423935,24,13,24,"[T20 W: 0, T17 W: 20.0]",1,egobalance
star,25,9,18.0,0.009977827050997782,1.3592017738359201,24,13,24,"[T14 W: 0, T9 W: 18.0]",1,egobalance
star,25,10,21.0,0.011029411764705883,1.3140756302521008,24,13,24,"[T24 W: 0, T11 W: 21.0]",1,egobalance
star,25,10,18.0,0.009394572025052192,1.350730688935282,24,13,24,"[T22 W: 0, T14 W: 18.0]",1,egobalance
star,25,10,19.0,0.009634888438133874,1.3245436105476673,24,13,24,"[T23 W: 0, T24 W: 19.0]",1,egobalance
star,25,10,21.0,0.010858324715615306,1.3536711478800414,24,13,24,"[T24 W: 0, T15 W: 21.0]",1,egobalance
star,25,10,21.0,0.010903426791277258,1.3167185877466252,24,13,24,"[T24 W: 0, T14 W: 21.0]",1,egobalance
star,25,1,18.0,0.07317073170731707,1.3495934959349594,48,13,48,"[T3 W: 0, T24 W: 18.0]",1,egobalance
star,25,1,16.0,0.06153846153846154,1.4230769230769231,48,13,48,"[T20 W: 0, T18 W: 16.0]",1,egobalance
star,25,1,14.0,0.0673076923076923,1.4807692307692308,48,13,48,"[T22 W: 0, T11 W: 14.0]",1,egobalance
star,25,1,18.0,0.07563025210084033,1.504201680672269,48,13,48,"[T7 W: 0, T23 W: 18.0]",1,egobalance
star,25,1,17.0,0.06159420289855073,1.5,48,13,48,"[T18 W: 0, T13 W: 17.0]",1,egobalance
star,25,2,16.0,0.0311284046692607,1.4747081712062258,48,13,48,"[T14 W: 0, T23 W: 16.0]",1,egobalance
star,25,2,14.0,0.03056768558951965,1.4934497816593886,48,13,48,"[T2 W: 0, T13 W: 14.0]",1,egobalance
star,25,2,16.0,0.03508771929824561,1.4956140350877194,48,13,48,"[T4 W: 0, T16 W: 16.0]",1,egobalance
star,25,2,18.0,0.0391304347826087,1.491304347826087,48,13,48,"[T22 W: 0, T18 W: 18.0]",1,egobalance
star,25,2,18.0,0.038461538461538464,1.5,48,13,48,"[T0 W: 0, T20 W: 18.0]",1,egobalance
star,25,3,18.0,0.02654867256637168,1.4041297935103245,48,13,48,"[T4 W: 0, T14 W: 18.0]",1,egobalance
star,25,3,19.0,0.027142857142857142,1.4657142857142857,48,13,48,"[T12 W: 0, T11 W: 19.0]",1,egobalance
star,25,3,18.0,0.027692307692307693,1.4646153846153847,48,13,48,"[T7 W: 0, T15 W: 18.0]",1,egobalance
star,25,3,25.0,0.035211267605633804,1.4309859154929578,48,13,48,"[T22 W: 0, T11 W: 25.0]",1,egobalance
star,25,3,18.0,0.025280898876404494,1.4185393258426966,48,13,48,"[T7 W: 0, T21 W: 18.0]",1,egobalance
star,25,4,20.0,0.02304147465437788,1.359447004608295,48,13,48,"[T18 W: 0, T15 W: 20.0]",1,egobalance
star,25,4,18.0,0.019955654101995565,1.4146341463414633,48,13,48,"[T1 W: 0, T21 W: 18.0]",1,egobalance
star,25,4,18.0,0.018404907975460124,1.427402862985685,48,13,48,"[T7 W: 0, T23 W: 18.0]",1,egobalance
star,25,4,18.0,0.0189873417721519,1.4493670886075949,48,13,48,"[T22 W: 0, T21 W: 18.0]",1,egobalance
star,25,4,17.0,0.019721577726218097,1.4361948955916473,48,13,48,"[T2 W: 0, T19 W: 17.0]",1,egobalance
star,25,5,20.0,0.017006802721088437,1.3945578231292517,48,13,48,"[T5 W: 0, T17 W: 20.0]",1,egobalance
star,25,5,21.0,0.019886363636363636,1.4109848484848484,48,13,48,"[T19 W: 0, T8 W: 21.0]",1,egobalance
star,25,5,18.0,0.016605166051660517,1.3911439114391144,48,13,48,"[T9 W: 0, T19 W: 18.0]",1,egobalance
star,25,5,17.0,0.015828677839851025,1.3761638733705772,48,13,48,"[T4 W: 0, T13 W: 17.0]",1,egobalance
star,25,5,18.0,0.01549053356282272,1.4251290877796903,48,13,48,"[T2 W: 0, T14 W: 18.0]",1,egobalance
star,25,6,24.0,0.018691588785046728,1.4158878504672898,48,13,48,"[T9 W: 0, T22 W: 24.0]",1,egobalance
star,25,6,18.0,0.01278409090909091,1.4232954545454546,48,13,48,"[T17 W: 0, T13 W: 18.0]",1,egobalance
star,25,6,18.0,0.013803680981595092,1.3757668711656441,48,13,48,"[T22 W: 0, T13 W: 18.0]",1,egobalance
star,25,6,18.0,0.014106583072100314,1.401253918495298,48,13,48,"[T5 W: 0, T13 W: 18.0]",1,egobalance
star,25,6,19.0,0.015859766277128547,1.357262103505843,48,13,48,"[T13 W: 0, T17 W: 19.0]",1,egobalance
star,25,7,18.0,0.0125,1.3888888888888888,48,13,48,"[T11 W: 0, T16 W: 18.0]",1,egobalance
star,25,7,19.0,0.01321279554937413,1.3671766342141864,48,13,48,"[T14 W: 0, T9 W: 19.0]",1,egobalance
star,25,7,18.0,0.012534818941504178,1.3871866295264623,48,13,48,"[T21 W: 0, T7 W: 18.0]",1,egobalance
star,25,7,19.0,0.013194444444444444,1.3736111111111111,48,13,48,"[T17 W: 0, T22 W: 19.0]",1,egobalance
star,25,7,18.0,0.011335012594458438,1.3866498740554156,48,13,48,"[T24 W: 0, T8 W: 18.0]",1,egobalance
star,25,8,18.0,0.010638297872340425,1.387706855791962,48,13,48,"[T3 W: 0, T10 W: 18.0]",1,egobalance
star,25,8,18.0,0.011335012594458438,1.350125944584383,48,13,48,"[T4 W: 0, T17 W: 18.0]",1,egobalance
star,25,8,18.0,0.011264080100125156,1.3692115143929913,48,13,48,"[T19 W: 0, T5 W: 18.0]",1,egobalance
star,25,8,19.0,0.011786600496277916,1.3560794044665012,48,13,48,"[T10 W: 0, T14 W: 19.0]",1,egobalance
star,25,8,18.0,0.011292346298619825,1.3764115432873274,48,13,48,"[T1 W: 0, T15 W: 18.0]",1,egobalance
star,25,9,24.0,0.013215859030837005,1.3182819383259912,48,13,48,"[T19 W: 0, T6 W: 24.0]",1,egobalance
star,25,9,18.0,0.010250569476082005,1.356492027334852,48,13,48,"[T5 W: 0, T18 W: 18.0]",1,egobalance
star,25,9,18.0,0.009574468085106383,1.3319148936170213,48,13,48,"[T6 W: 0, T13 W: 18.0]",1,egobalance
star,25,9,18.0,0.009698275862068966,1.3297413793103448,48,13,48,"[T19 W: 0, T4 W: 18.0]",1,egobalance
star,25,9,20.0,0.010718113612004287,1.3365487674169345,48,13,48,"[T14 W: 0, T8 W: 20.0]",1,egobalance
