graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route,ratio
erdos-renyi,100,45,41.0,0.0017778163212210563,0.9325730639146648,48,48,"[T5 W: 0, T81 W: 12.0, T24 W: 2.0, T50 W: 0]",0.45
erdos-renyi,125,32,107.0,0.005583385514506366,0.9841369233980379,10,10,"[T14 W: 0, T23 W: 14.0, T106 W: 8.0, T90 W: 2.0, T55 W: 3.0, T40 W: 16.0, T15 W: 0]",0.25
erdos-renyi,125,32,144.0,0.007174172977281785,1.0251096054204862,10,10,"[T36 W: 0, T102 W: 7.0, T68 W: 7.0, T98 W: 13.0, T54 W: 16.0, T117 W: 0]",0.25
erdos-renyi,125,32,138.0,0.007204009187721862,0.9985383169764043,10,10,"[T1 W: 0, T20 W: 7.0, T77 W: 2.0, T60 W: 1.0, T38 W: 15.0, T47 W: 13.0, T97 W: 0]",0.25
erdos-renyi,125,32,121.0,0.006090195288906784,0.9820314072881015,10,10,"[T4 W: 0, T92 W: 8.0, T110 W: 3.0, T75 W: 3.0, T18 W: 18.0, T69 W: 0]",0.25
erdos-renyi,125,32,147.0,0.007078197226502311,1.0145416024653313,10,10,"[T43 W: 0, T65 W: 9.0, T94 W: 5.0, T89 W: 2.0, T33 W: 8.0, T77 W: 10.0, T116 W: 0]",0.25
erdos-renyi,125,42,210.0,0.008162947990359947,1.07677058229029,10,10,"[T48 W: 0, T8 W: 15.0, T110 W: 16.0, T83 W: 2.0, T110 W: 7.0, T109 W: 18.0, T113 W: 0]",0.33
erdos-renyi,125,42,173.0,0.006727852531694797,1.1833631484794276,10,10,"[T36 W: 0, T61 W: 18.0, T0 W: 9.0, T121 W: 5.0, T98 W: 9.0, T90 W: 0]",0.33
erdos-renyi,125,42,186.0,0.007036924939467312,1.2378934624697338,10,10,"[T66 W: 0, T20 W: 8.0, T123 W: 5.0, T18 W: 5.0, T9 W: 6.0, T7 W: 18.0, T102 W: 0]",0.33
erdos-renyi,125,42,199.0,0.007523629489603024,1.131039697542533,10,10,"[T86 W: 0, T77 W: 14.0, T104 W: 7.0, T28 W: 1.0, T30 W: 11.0, T24 W: 16.0, T119 W: 0]",0.33
erdos-renyi,125,42,200.0,0.007569449701006737,1.170728938006207,10,10,"[T89 W: 0, T26 W: 13.0, T31 W: 13.0, T52 W: 2.0, T21 W: 3.0, T99 W: 12.0, T122 W: 0]",0.33
erdos-renyi,125,57,259.0,0.007204450625869263,1.3731849791376913,10,10,"[T40 W: 0, T65 W: 18.0, T48 W: 9.0, T65 W: 11.0, T57 W: 10.0, T95 W: 0]",0.45
erdos-renyi,125,57,248.0,0.0070578860492913655,1.2352723547156925,10,10,"[T17 W: 0, T95 W: 12.0, T42 W: 14.0, T101 W: 3.0, T33 W: 4.0, T15 W: 14.0, T40 W: 0]",0.45
erdos-renyi,125,57,305.0,0.008478345471729582,1.3758547840106743,10,10,"[T13 W: 0, T88 W: 18.0, T11 W: 7.0, T100 W: 2.0, T7 W: 14.0, T9 W: 18.0, T93 W: 0]",0.45
erdos-renyi,125,57,244.0,0.006989801764638478,1.2677896184255757,10,10,"[T63 W: 0, T124 W: 18.0, T9 W: 13.0, T86 W: 14.0, T70 W: 17.0, T76 W: 0]",0.45
erdos-renyi,125,57,266.0,0.007499718055712192,1.2240047366640352,10,10,"[T14 W: 0, T52 W: 14.0, T2 W: 12.0, T67 W: 5.0, T113 W: 16.0, T107 W: 14.0, T119 W: 0]",0.45
erdos-renyi,125,32,72.0,0.0036708473539308656,0.9298460283470991,16,16,"[T31 W: 0, T41 W: 8.0, T80 W: 4.0, T124 W: 16.0, T37 W: 0]",0.25
erdos-renyi,125,32,79.0,0.0038364413364413365,1.071872571872572,16,16,"[T37 W: 0, T1 W: 12.0, T123 W: 6.0, T26 W: 9.0, T92 W: 0]",0.25
erdos-renyi,125,32,81.0,0.004035070240111587,0.92363255952974,16,16,"[T29 W: 0, T2 W: 18.0, T9 W: 7.0, T2 W: 5.0, T115 W: 0]",0.25
erdos-renyi,125,32,79.0,0.004004460665044607,1.075831305758313,16,16,"[T1 W: 0, T91 W: 5.0, T16 W: 4.0, T10 W: 10.0, T65 W: 0]",0.25
erdos-renyi,125,32,74.0,0.003641732283464567,0.8961614173228346,16,16,"[T0 W: 0, T21 W: 16.0, T39 W: 9.0, T63 W: 12.0, T102 W: 0]",0.25
erdos-renyi,125,42,104.0,0.003883205137779105,1.1943469494436563,16,16,"[T60 W: 0, T7 W: 17.0, T6 W: 2.0, T8 W: 5.0, T23 W: 7.0, T113 W: 0]",0.33
erdos-renyi,125,42,117.0,0.00435656836461126,0.9776586237712243,16,16,"[T17 W: 0, T80 W: 16.0, T78 W: 5.0, T94 W: 18.0, T88 W: 0]",0.33
erdos-renyi,125,42,109.0,0.0041247256489820635,1.0441610535079089,16,16,"[T50 W: 0, T48 W: 14.0, T112 W: 5.0, T55 W: 6.0, T110 W: 9.0, T56 W: 0]",0.33
erdos-renyi,125,42,103.0,0.0039670312740717915,1.002811585271915,16,16,"[T20 W: 0, T79 W: 14.0, T48 W: 16.0, T27 W: 0]",0.33
erdos-renyi,125,42,109.0,0.0041413373860182375,1.0265957446808511,16,16,"[T69 W: 0, T87 W: 14.0, T54 W: 5.0, T51 W: 18.0, T95 W: 0]",0.33
erdos-renyi,125,57,138.0,0.003907356022424826,1.171951979160768,16,16,"[T73 W: 0, T83 W: 9.0, T112 W: 8.0, T122 W: 4.0, T23 W: 5.0, T109 W: 18.0, T87 W: 0]",0.45
erdos-renyi,125,57,161.0,0.004544428135937677,1.1955233148921758,16,16,"[T54 W: 0, T76 W: 8.0, T26 W: 14.0, T21 W: 3.0, T9 W: 10.0, T64 W: 0]",0.45
erdos-renyi,125,57,159.0,0.00455274309930134,1.0956935058985224,16,16,"[T4 W: 0, T94 W: 11.0, T82 W: 6.0, T94 W: 4.0, T76 W: 14.0, T87 W: 0]",0.45
erdos-renyi,125,57,146.0,0.004172620748785367,1.1059731351814803,16,16,"[T72 W: 0, T13 W: 16.0, T61 W: 14.0, T57 W: 10.0, T80 W: 9.0, T115 W: 0]",0.45
erdos-renyi,125,57,144.0,0.004035422037888129,1.1369521354108283,16,16,"[T17 W: 0, T27 W: 12.0, T15 W: 5.0, T84 W: 2.0, T5 W: 8.0, T104 W: 14.0, T116 W: 0]",0.45
erdos-renyi,125,32,46.0,0.002383419689119171,0.8773056994818653,24,24,"[T45 W: 0, T61 W: 14.0, T69 W: 10.0, T122 W: 0]",0.25
erdos-renyi,125,32,58.0,0.002879555158375534,0.8501141892562805,24,24,"[T57 W: 0, T119 W: 16.0, T70 W: 12.0, T81 W: 0]",0.25
erdos-renyi,125,32,48.0,0.002389010551463269,0.8647222775233924,24,24,"[T43 W: 0, T12 W: 13.0, T76 W: 14.0, T107 W: 0]",0.25
erdos-renyi,125,32,52.0,0.002565367538233843,0.9159842131228416,24,24,"[T9 W: 0, T124 W: 8.0, T79 W: 14.0, T116 W: 0]",0.25
erdos-renyi,125,32,50.0,0.002533698185872099,0.8487888922671531,24,24,"[T73 W: 0, T17 W: 10.0, T96 W: 6.0, T78 W: 8.0, T88 W: 0]",0.25
erdos-renyi,125,42,69.0,0.0026138343813925297,0.9888627926358058,24,24,"[T39 W: 0, T47 W: 18.0, T48 W: 2.0, T97 W: 14.0, T83 W: 0]",0.33
erdos-renyi,125,42,69.0,0.0026337888388426596,0.9659515993587297,24,24,"[T49 W: 0, T100 W: 12.0, T4 W: 6.0, T113 W: 10.0, T64 W: 0]",0.33
erdos-renyi,125,42,59.0,0.002264353699723672,0.9198265274792754,24,24,"[T48 W: 0, T41 W: 18.0, T110 W: 2.0, T41 W: 12.0, T114 W: 0]",0.33
erdos-renyi,125,42,71.0,0.0026546025573917593,0.9872504299708368,24,24,"[T23 W: 0, T115 W: 11.0, T65 W: 6.0, T58 W: 11.0, T49 W: 0]",0.33
erdos-renyi,125,42,68.0,0.0026608232900297386,0.9157536390671467,24,24,"[T37 W: 0, T29 W: 10.0, T12 W: 9.0, T79 W: 14.0, T91 W: 0]",0.33
erdos-renyi,125,57,98.0,0.002686108979278588,1.0464587216314,24,24,"[T12 W: 0, T69 W: 12.0, T82 W: 11.0, T121 W: 16.0, T19 W: 0]",0.45
erdos-renyi,125,57,92.0,0.002619589977220957,1.087642369020501,24,24,"[T7 W: 0, T40 W: 12.0, T49 W: 7.0, T24 W: 16.0, T108 W: 0]",0.45
erdos-renyi,125,57,93.0,0.002667049039288787,1.040235159162604,24,24,"[T52 W: 0, T43 W: 17.0, T73 W: 18.0, T94 W: 0]",0.45
erdos-renyi,125,57,94.0,0.0026469925658932194,1.176757152511827,24,24,"[T22 W: 0, T60 W: 14.0, T70 W: 4.0, T99 W: 9.0, T87 W: 0]",0.45
erdos-renyi,125,57,113.0,0.0032293095564700502,1.0920781893004115,24,24,"[T36 W: 0, T62 W: 10.0, T112 W: 4.0, T96 W: 9.0, T63 W: 0]",0.45
erdos-renyi,125,32,32.0,0.0016176321908805986,0.8401071681326459,48,48,"[T53 W: 0, T122 W: 17.0, T84 W: 0]",0.25
erdos-renyi,125,32,31.0,0.0016353661109938806,0.8776113104030386,48,48,"[T82 W: 0, T124 W: 17.0, T98 W: 0]",0.25
erdos-renyi,125,32,30.0,0.0015586034912718205,0.8198773898586866,48,48,"[T65 W: 0, T28 W: 16.0, T100 W: 0]",0.25
erdos-renyi,125,32,35.0,0.00178280358598207,0.846016707416463,48,48,"[T48 W: 0, T3 W: 18.0, T57 W: 0]",0.25
erdos-renyi,125,32,35.0,0.0018164832883537472,0.8848868590408968,48,48,"[T11 W: 0, T119 W: 17.0, T117 W: 0]",0.25
erdos-renyi,125,42,33.0,0.0012710885139819736,0.8599106386256837,48,48,"[T38 W: 0, T19 W: 16.0, T102 W: 0]",0.33
erdos-renyi,125,42,32.0,0.0012032789350981425,0.8815898322929984,48,48,"[T27 W: 0, T83 W: 18.0, T78 W: 0]",0.33
erdos-renyi,125,42,35.0,0.0013281724347298117,0.8419854280510018,48,48,"[T25 W: 0, T72 W: 9.0, T20 W: 6.0, T76 W: 0]",0.33
erdos-renyi,125,42,34.0,0.0012947448591012947,0.8824067022086824,48,48,"[T97 W: 0, T42 W: 17.0, T99 W: 0]",0.33
erdos-renyi,125,42,30.0,0.0011430313190581422,0.8764383144098148,48,48,"[T11 W: 0, T113 W: 17.0, T53 W: 0]",0.33
erdos-renyi,125,57,49.0,0.0013870803374285228,0.9293721338390987,48,48,"[T12 W: 0, T20 W: 17.0, T34 W: 7.0, T60 W: 0]",0.45
erdos-renyi,125,57,49.0,0.0013929160270623685,0.9595770083574962,48,48,"[T52 W: 0, T118 W: 16.0, T101 W: 12.0, T113 W: 0]",0.45
erdos-renyi,125,57,52.0,0.0014661929735521344,0.914396887159533,48,48,"[T4 W: 0, T117 W: 17.0, T100 W: 10.0, T64 W: 0]",0.45
erdos-renyi,125,57,46.0,0.0012965050732807214,0.9203776775648252,48,48,"[T89 W: 0, T93 W: 17.0, T99 W: 9.0, T95 W: 0]",0.45
erdos-renyi,125,57,53.0,0.0015182766128108171,0.9087028761315458,48,48,"[T68 W: 0, T86 W: 16.0, T7 W: 6.0, T90 W: 0]",0.45
erdos-renyi,150,38,169.0,0.005923589204346302,1.0789344549596915,10,10,"[T3 W: 0, T44 W: 9.0, T24 W: 6.0, T44 W: 10.0, T39 W: 16.0, T96 W: 0]",0.25
erdos-renyi,150,38,173.0,0.0061649205331052665,1.0503527902501604,10,10,"[T66 W: 0, T26 W: 10.0, T4 W: 7.0, T42 W: 4.0, T22 W: 16.0, T119 W: 0]",0.25
erdos-renyi,150,38,164.0,0.0056256860592755215,1.0700809549945116,10,10,"[T4 W: 0, T98 W: 12.0, T45 W: 9.0, T93 W: 3.0, T2 W: 12.0, T97 W: 18.0, T34 W: 0]",0.25
erdos-renyi,150,38,153.0,0.005470537757437071,1.08820795194508,10,10,"[T60 W: 0, T49 W: 13.0, T22 W: 6.0, T147 W: 4.0, T52 W: 18.0, T61 W: 0]",0.25
erdos-renyi,150,38,143.0,0.0050810119386014785,1.102828311540648,10,10,"[T14 W: 0, T99 W: 14.0, T142 W: 8.0, T92 W: 2.0, T64 W: 10.0, T137 W: 18.0, T66 W: 0]",0.25
erdos-renyi,150,50,246.0,0.0064941921858500526,1.1880147835269272,10,10,"[T43 W: 0, T46 W: 18.0, T29 W: 16.0, T108 W: 3.0, T72 W: 7.0, T59 W: 9.0, T75 W: 0]",0.33
erdos-renyi,150,50,205.0,0.005638994333498377,1.1469164328547066,10,10,"[T101 W: 0, T12 W: 17.0, T147 W: 10.0, T115 W: 2.0, T85 W: 14.0, T91 W: 9.0, T132 W: 0]",0.33
erdos-renyi,150,50,242.0,0.00629618066396087,1.237511707773962,10,10,"[T44 W: 0, T13 W: 8.0, T98 W: 16.0, T54 W: 2.0, T6 W: 14.0, T19 W: 16.0, T129 W: 0]",0.33
erdos-renyi,150,50,224.0,0.005957446808510639,1.1751063829787234,10,10,"[T90 W: 0, T105 W: 17.0, T9 W: 10.0, T85 W: 5.0, T95 W: 16.0, T78 W: 18.0, T91 W: 0]",0.33
erdos-renyi,150,50,216.0,0.005918132500410981,1.165104937256836,10,10,"[T38 W: 0, T105 W: 18.0, T130 W: 7.0, T89 W: 10.0, T76 W: 18.0, T102 W: 0]",0.33
erdos-renyi,150,68,319.0,0.006342200485108752,1.2919002743647858,10,10,"[T11 W: 0, T127 W: 17.0, T104 W: 6.0, T142 W: 1.0, T144 W: 1.0, T71 W: 9.0, T10 W: 14.0, T114 W: 9.0, T126 W: 0]",0.45
erdos-renyi,150,68,317.0,0.0062757364586632875,1.2949398162812797,10,10,"[T29 W: 0, T106 W: 15.0, T138 W: 14.0, T145 W: 10.0, T28 W: 2.0, T85 W: 14.0, T112 W: 18.0, T103 W: 0]",0.45
erdos-renyi,150,68,318.0,0.006092187440131806,1.3183646883022337,10,10,"[T17 W: 0, T44 W: 8.0, T122 W: 16.0, T139 W: 3.0, T79 W: 12.0, T19 W: 13.0, T67 W: 0]",0.45
erdos-renyi,150,68,356.0,0.007028350311932402,1.3823935876174682,10,10,"[T47 W: 0, T114 W: 9.0, T100 W: 14.0, T104 W: 1.0, T7 W: 8.0, T69 W: 18.0, T66 W: 0]",0.45
erdos-renyi,150,68,322.0,0.006459637297384048,1.3450690097897608,10,10,"[T114 W: 0, T133 W: 9.0, T75 W: 12.0, T8 W: 2.0, T24 W: 14.0, T85 W: 12.0, T136 W: 0]",0.45
erdos-renyi,150,38,90.0,0.003232294210601925,0.9434348513144664,16,16,"[T99 W: 0, T37 W: 14.0, T106 W: 5.0, T104 W: 7.0, T135 W: 0]",0.25
erdos-renyi,150,38,89.0,0.0031876790830945557,0.9958452722063037,16,16,"[T13 W: 0, T122 W: 14.0, T32 W: 3.0, T122 W: 18.0, T21 W: 0]",0.25
erdos-renyi,150,38,99.0,0.003597906672481465,0.924407617386248,16,16,"[T73 W: 0, T12 W: 14.0, T125 W: 9.0, T12 W: 16.0, T87 W: 0]",0.25
erdos-renyi,150,38,97.0,0.00342998585572843,0.9618458274398869,16,16,"[T96 W: 0, T86 W: 14.0, T38 W: 8.0, T106 W: 18.0, T119 W: 0]",0.25
erdos-renyi,150,38,90.0,0.0031058044033404654,0.9577955690523846,16,16,"[T17 W: 0, T58 W: 16.0, T142 W: 2.0, T40 W: 9.0, T101 W: 12.0, T104 W: 0]",0.25
erdos-renyi,150,50,118.0,0.0031560928640205414,1.0829945437038622,16,16,"[T21 W: 0, T70 W: 18.0, T30 W: 8.0, T33 W: 16.0, T113 W: 0]",0.33
erdos-renyi,150,50,141.0,0.0036758955107148443,1.077793419886334,16,16,"[T50 W: 0, T3 W: 8.0, T112 W: 11.0, T23 W: 6.0, T142 W: 18.0, T134 W: 0]",0.33
erdos-renyi,150,50,120.0,0.0032665505226480837,1.0929878048780488,16,16,"[T29 W: 0, T91 W: 8.0, T66 W: 2.0, T147 W: 2.0, T53 W: 16.0, T124 W: 0]",0.33
erdos-renyi,150,50,150.0,0.004034861200774694,1.134091887239079,16,16,"[T81 W: 0, T94 W: 17.0, T128 W: 3.0, T141 W: 1.0, T101 W: 8.0, T69 W: 16.0, T110 W: 0]",0.33
erdos-renyi,150,50,125.0,0.003272593988899361,1.076578699340245,16,16,"[T83 W: 0, T6 W: 16.0, T10 W: 13.0, T65 W: 13.0, T148 W: 0]",0.33
erdos-renyi,150,68,181.0,0.0035490196078431374,1.1652745098039217,16,16,"[T21 W: 0, T65 W: 11.0, T58 W: 8.0, T43 W: 3.0, T52 W: 4.0, T105 W: 8.0, T59 W: 0]",0.45
erdos-renyi,150,68,192.0,0.0037747719408619063,1.1613518402013212,16,16,"[T61 W: 0, T67 W: 12.0, T132 W: 12.0, T48 W: 6.0, T13 W: 6.0, T23 W: 17.0, T114 W: 0]",0.45
erdos-renyi,150,68,188.0,0.0037710113531512013,1.1801460263970796,16,16,"[T25 W: 0, T136 W: 18.0, T132 W: 7.0, T126 W: 3.0, T12 W: 12.0, T46 W: 18.0, T43 W: 0]",0.45
erdos-renyi,150,68,193.0,0.0038186063076253414,1.145166396264493,16,16,"[T29 W: 0, T124 W: 18.0, T7 W: 10.0, T127 W: 7.0, T85 W: 11.0, T48 W: 16.0, T120 W: 0]",0.45
erdos-renyi,150,68,200.0,0.0039073184073770174,1.1829992576095025,16,16,"[T4 W: 0, T20 W: 18.0, T146 W: 12.0, T104 W: 12.0, T12 W: 8.0, T127 W: 0]",0.45
erdos-renyi,150,38,62.0,0.0021614837540092037,0.917549853576907,24,24,"[T90 W: 0, T110 W: 15.0, T143 W: 8.0, T142 W: 0]",0.25
erdos-renyi,150,38,59.0,0.0021341242856109384,0.8801996672212978,24,24,"[T53 W: 0, T1 W: 12.0, T20 W: 6.0, T108 W: 0]",0.25
erdos-renyi,150,38,62.0,0.0021254713747000343,0.8859444634898869,24,24,"[T127 W: 0, T123 W: 18.0, T124 W: 10.0, T141 W: 0]",0.25
erdos-renyi,150,38,63.0,0.002190390098046033,0.9140880328210834,24,24,"[T9 W: 0, T38 W: 6.0, T7 W: 8.0, T80 W: 5.0, T42 W: 0]",0.25
erdos-renyi,150,38,62.0,0.0022465396043191534,0.9720631929849989,24,24,"[T70 W: 0, T64 W: 7.0, T128 W: 6.0, T64 W: 16.0, T95 W: 0]",0.25
erdos-renyi,150,50,80.0,0.0021081479919890377,0.9613154843470012,24,24,"[T26 W: 0, T83 W: 9.0, T130 W: 3.0, T105 W: 14.0, T88 W: 0]",0.33
erdos-renyi,150,50,82.0,0.0021517791539834154,0.9815524299359715,24,24,"[T68 W: 0, T64 W: 13.0, T106 W: 8.0, T103 W: 15.0, T124 W: 0]",0.33
erdos-renyi,150,50,81.0,0.0021442185514612454,1.0547437526471835,24,24,"[T1 W: 0, T78 W: 6.0, T119 W: 11.0, T131 W: 14.0, T35 W: 0]",0.33
erdos-renyi,150,50,78.0,0.0020899201543325653,1.0666630941535824,24,24,"[T110 W: 0, T138 W: 14.0, T22 W: 1.0, T131 W: 12.0, T129 W: 0]",0.33
erdos-renyi,150,50,79.0,0.0021653327486021267,0.9545006030040566,24,24,"[T48 W: 0, T72 W: 17.0, T126 W: 18.0, T102 W: 0]",0.33
erdos-renyi,150,68,111.0,0.0021814322773366875,1.0506839084977595,24,24,"[T32 W: 0, T82 W: 12.0, T11 W: 7.0, T82 W: 18.0, T44 W: 0]",0.45
erdos-renyi,150,68,113.0,0.0022189058634096534,1.157149589600597,24,24,"[T72 W: 0, T47 W: 12.0, T139 W: 5.0, T47 W: 15.0, T147 W: 0]",0.45
erdos-renyi,150,68,109.0,0.0021392683309781756,1.1243327052912546,24,24,"[T48 W: 0, T119 W: 14.0, T80 W: 3.0, T15 W: 1.0, T0 W: 14.0, T75 W: 0]",0.45
erdos-renyi,150,68,116.0,0.0023287561230225648,1.0567734682405845,24,24,"[T57 W: 0, T134 W: 8.0, T133 W: 5.0, T131 W: 16.0, T136 W: 0]",0.45
erdos-renyi,150,68,124.0,0.0024488506201121732,1.0707204360534008,24,24,"[T61 W: 0, T45 W: 16.0, T133 W: 12.0, T56 W: 18.0, T91 W: 0]",0.45
erdos-renyi,150,38,30.0,0.0010626992561105207,0.8134608572440666,48,48,"[T5 W: 0, T89 W: 17.0, T45 W: 0]",0.25
erdos-renyi,150,38,36.0,0.0012437810945273632,0.7872443338861249,48,48,"[T67 W: 0, T63 W: 18.0, T125 W: 0]",0.25
erdos-renyi,150,38,34.0,0.0011762263889849858,0.8181000484328513,48,48,"[T95 W: 0, T3 W: 16.0, T99 W: 0]",0.25
erdos-renyi,150,38,32.0,0.0011197424592343762,0.8681153334733012,48,48,"[T74 W: 0, T96 W: 15.0, T92 W: 0]",0.25
erdos-renyi,150,38,34.0,0.0011988716502115656,0.8223554301833569,48,48,"[T10 W: 0, T16 W: 17.0, T82 W: 0]",0.25
erdos-renyi,150,50,36.0,0.0009650957053241113,0.8977534716637178,48,48,"[T16 W: 0, T31 W: 18.0, T36 W: 0]",0.33
erdos-renyi,150,50,48.0,0.0012796587576646228,0.8517995201279659,48,48,"[T33 W: 0, T144 W: 18.0, T117 W: 3.0, T126 W: 0]",0.33
erdos-renyi,150,50,53.0,0.0013782701409476258,0.8695584334529568,48,48,"[T77 W: 0, T91 W: 9.0, T39 W: 13.0, T146 W: 0]",0.33
erdos-renyi,150,50,41.0,0.0011255078511035468,0.8347425057647964,48,48,"[T19 W: 0, T118 W: 17.0, T81 W: 2.0, T122 W: 0]",0.33
erdos-renyi,150,50,51.0,0.0013453624564735676,0.8624037142555661,48,48,"[T119 W: 0, T5 W: 17.0, T15 W: 12.0, T127 W: 0]",0.33
erdos-renyi,150,68,58.0,0.0011553324568742281,0.9486275447193339,48,48,"[T130 W: 0, T142 W: 13.0, T0 W: 12.0, T133 W: 0]",0.45
erdos-renyi,150,68,56.0,0.0010851030847930554,0.9299527205084483,48,48,"[T34 W: 0, T49 W: 17.0, T74 W: 6.0, T148 W: 0]",0.45
erdos-renyi,150,68,57.0,0.001124748411539524,0.990311377718142,48,48,"[T95 W: 0, T99 W: 16.0, T139 W: 12.0, T140 W: 0]",0.45
erdos-renyi,150,68,59.0,0.0011678543151227238,0.9436658749010293,48,48,"[T113 W: 0, T146 W: 14.0, T49 W: 14.0, T126 W: 0]",0.45
erdos-renyi,150,68,60.0,0.001183758828867932,0.9453892593615594,48,48,"[T100 W: 0, T68 W: 17.0, T9 W: 13.0, T117 W: 0]",0.45
erdos-renyi,175,44,189.0,0.004862361718549009,1.1146899922819655,10,10,"[T29 W: 0, T81 W: 18.0, T93 W: 14.0, T0 W: 3.0, T4 W: 12.0, T143 W: 9.0, T64 W: 0]",0.25
erdos-renyi,175,44,208.0,0.005390835579514825,1.1095531826663902,10,10,"[T123 W: 0, T93 W: 9.0, T119 W: 7.0, T132 W: 18.0, T146 W: 0]",0.25
erdos-renyi,175,44,191.0,0.005003405459213077,1.1084245821763503,10,10,"[T145 W: 0, T97 W: 9.0, T77 W: 5.0, T136 W: 10.0, T51 W: 18.0, T160 W: 0]",0.25
erdos-renyi,175,44,177.0,0.004734899149323204,1.0925579155743406,10,10,"[T43 W: 0, T96 W: 9.0, T166 W: 8.0, T105 W: 2.0, T17 W: 6.0, T14 W: 14.0, T93 W: 0]",0.25
erdos-renyi,175,44,184.0,0.0048726232720724535,1.0951485620465018,10,10,"[T98 W: 0, T96 W: 17.0, T71 W: 14.0, T48 W: 1.0, T44 W: 12.0, T157 W: 9.0, T101 W: 0]",0.25
erdos-renyi,175,58,265.0,0.005222292290714173,1.3166679804508907,10,10,"[T130 W: 0, T126 W: 18.0, T95 W: 14.0, T11 W: 4.0, T66 W: 1.0, T171 W: 1.0, T94 W: 10.0, T70 W: 18.0, T147 W: 0]",0.33
erdos-renyi,175,58,257.0,0.005028173423070903,1.270640945374863,10,10,"[T8 W: 0, T167 W: 9.0, T111 W: 7.0, T123 W: 7.0, T120 W: 8.0, T117 W: 15.0, T26 W: 0]",0.33
erdos-renyi,175,58,263.0,0.00517248161113952,1.2511308657514848,10,10,"[T33 W: 0, T1 W: 18.0, T148 W: 17.0, T172 W: 4.0, T47 W: 7.0, T75 W: 16.0, T76 W: 0]",0.33
erdos-renyi,175,58,254.0,0.004998032270759544,1.2169027941755215,10,10,"[T22 W: 0, T119 W: 9.0, T142 W: 8.0, T152 W: 5.0, T170 W: 16.0, T64 W: 9.0, T166 W: 0]",0.33
erdos-renyi,175,58,249.0,0.004880630365753263,1.2077894076600415,10,10,"[T51 W: 0, T134 W: 8.0, T58 W: 15.0, T52 W: 16.0, T171 W: 0]",0.33
erdos-renyi,175,79,393.0,0.0056336009174311925,1.358615252293578,10,10,"[T83 W: 0, T40 W: 18.0, T74 W: 11.0, T117 W: 4.0, T155 W: 10.0, T130 W: 14.0, T9 W: 16.0, T115 W: 0]",0.45
erdos-renyi,175,79,416.0,0.005986645176145521,1.391434492286438,10,10,"[T110 W: 0, T19 W: 10.0, T31 W: 16.0, T16 W: 6.0, T86 W: 4.0, T51 W: 8.0, T129 W: 9.0, T151 W: 0]",0.45
erdos-renyi,175,79,384.0,0.005613870939446215,1.432925937838075,10,10,"[T12 W: 0, T54 W: 9.0, T7 W: 14.0, T100 W: 4.0, T121 W: 1.0, T171 W: 10.0, T55 W: 14.0, T51 W: 14.0, T70 W: 0]",0.45
erdos-renyi,175,79,410.0,0.005927425184328466,1.4317189533034553,10,10,"[T138 W: 0, T172 W: 9.0, T152 W: 12.0, T114 W: 1.0, T140 W: 6.0, T62 W: 13.0, T72 W: 18.0, T161 W: 0]",0.45
erdos-renyi,175,79,375.0,0.005424091645452441,1.405794376301782,10,10,"[T40 W: 0, T67 W: 16.0, T71 W: 8.0, T107 W: 3.0, T68 W: 1.0, T79 W: 4.0, T23 W: 16.0, T16 W: 9.0, T152 W: 0]",0.45
erdos-renyi,175,44,103.0,0.002662737190424487,0.9766041052686004,16,16,"[T70 W: 0, T123 W: 7.0, T146 W: 4.0, T99 W: 16.0, T80 W: 0]",0.25
erdos-renyi,175,44,102.0,0.0026050978188690813,0.9764264187567043,16,16,"[T36 W: 0, T104 W: 6.0, T23 W: 6.0, T104 W: 16.0, T78 W: 0]",0.25
erdos-renyi,175,44,94.0,0.0025023959109785965,0.9689862634437227,16,16,"[T9 W: 0, T35 W: 18.0, T157 W: 4.0, T27 W: 9.0, T172 W: 0]",0.25
erdos-renyi,175,44,107.0,0.002833536359303003,0.9561199089031301,16,16,"[T96 W: 0, T121 W: 16.0, T64 W: 6.0, T80 W: 1.0, T59 W: 9.0, T153 W: 0]",0.25
erdos-renyi,175,44,100.0,0.0026360185575706454,0.9762758329818642,16,16,"[T132 W: 0, T64 W: 8.0, T131 W: 9.0, T64 W: 8.0, T148 W: 0]",0.25
erdos-renyi,175,58,177.0,0.0035183271050329965,1.1155084678381173,16,16,"[T35 W: 0, T37 W: 17.0, T46 W: 8.0, T111 W: 4.0, T119 W: 8.0, T16 W: 9.0, T44 W: 0]",0.33
erdos-renyi,175,58,162.0,0.0031765951605945333,1.0732381662025963,16,16,"[T147 W: 0, T19 W: 8.0, T78 W: 7.0, T39 W: 9.0, T0 W: 13.0, T149 W: 0]",0.33
erdos-renyi,175,58,152.0,0.003021868787276342,1.0503180914512922,16,16,"[T106 W: 0, T142 W: 8.0, T41 W: 8.0, T105 W: 3.0, T2 W: 3.0, T165 W: 9.0, T160 W: 0]",0.33
erdos-renyi,175,58,162.0,0.003145386766076421,1.14303743398571,16,16,"[T5 W: 0, T173 W: 16.0, T56 W: 4.0, T173 W: 13.0, T110 W: 0]",0.33
erdos-renyi,175,58,162.0,0.0032444124008651765,1.0637867499799727,16,16,"[T45 W: 0, T50 W: 9.0, T71 W: 3.0, T50 W: 16.0, T129 W: 0]",0.33
