graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,max_delta,dan,most_congested_route,ratio
erdos-renyi,25,7,23.0,0.029947916666666668,1.1276041666666667,84,14,12d,"[T7 W: 0, T15 W: 7.0, T11 W: 0]",0.25
erdos-renyi,25,9,28.0,0.028397565922920892,0.8803245436105477,96,12,12d,"[T5 W: 0, T1 W: 14.0, T17 W: 0]",0.33
erdos-renyi,25,9,30.0,0.028409090909090908,0.9318181818181818,96,12,12d,"[T1 W: 0, T23 W: 13.0, T8 W: 0]",0.33
erdos-renyi,25,9,27.0,0.026732673267326732,0.8138613861386138,96,12,12d,"[T2 W: 0, T16 W: 9.0, T10 W: 0]",0.33
erdos-renyi,25,9,27.0,0.027607361963190184,0.8548057259713702,96,12,12d,"[T10 W: 0, T19 W: 15.0, T15 W: 0]",0.33
erdos-renyi,25,9,32.0,0.03155818540433925,0.9714003944773175,96,13,12d,"[T1 W: 0, T23 W: 15.0, T21 W: 0]",0.33
erdos-renyi,50,13,52.0,0.01643489254108723,0.8874841972187105,10,22,10,"[T6 W: 0, T19 W: 16.0, T37 W: 12.0, T25 W: 0]",0.25
erdos-renyi,50,13,51.0,0.016409266409266408,0.8777348777348777,10,22,10,"[T32 W: 0, T39 W: 15.0, T14 W: 14.0, T38 W: 0]",0.25
erdos-renyi,50,13,41.0,0.012901195720578981,0.9096916299559471,10,25,10,"[T16 W: 0, T1 W: 14.0, T4 W: 3.0, T29 W: 8.0, T27 W: 0]",0.25
erdos-renyi,50,13,45.0,0.013562386980108499,1.0168776371308017,10,26,10,"[T22 W: 0, T43 W: 9.0, T40 W: 12.0, T38 W: 0]",0.25
erdos-renyi,50,13,45.0,0.013957816377171216,1.0679280397022333,10,27,10,"[T34 W: 0, T26 W: 9.0, T23 W: 4.0, T43 W: 0]",0.25
erdos-renyi,50,17,58.0,0.015986769570011026,0.905457552370452,10,26,10,"[T20 W: 0, T27 W: 16.0, T47 W: 4.0, T27 W: 18.0, T38 W: 0]",0.33
erdos-renyi,50,17,52.0,0.013245033112582781,1.021650534895568,10,29,10,"[T6 W: 0, T26 W: 7.0, T1 W: 14.0, T37 W: 0]",0.33
erdos-renyi,50,17,58.0,0.014356435643564357,1.010891089108911,10,27,10,"[T32 W: 0, T3 W: 10.0, T47 W: 2.0, T4 W: 11.0, T34 W: 0]",0.33
erdos-renyi,50,17,59.0,0.014418377321603127,1.1231671554252198,10,30,10,"[T8 W: 0, T34 W: 14.0, T1 W: 3.0, T25 W: 6.0, T28 W: 0]",0.33
erdos-renyi,50,17,71.0,0.015597539543057997,0.9391476274165202,10,27,10,"[T0 W: 0, T2 W: 10.0, T16 W: 9.0, T32 W: 12.0, T9 W: 0]",0.33
erdos-renyi,50,13,32.0,0.009158557527189467,0.816542644533486,16,21,16,"[T8 W: 0, T29 W: 18.0, T39 W: 0]",0.25
erdos-renyi,50,13,26.0,0.008119925046845722,0.8532167395377889,16,22,16,"[T28 W: 0, T27 W: 14.0, T48 W: 0]",0.25
