,graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route,ratio
621,erdos-renyi,100,33,32.0,0.0019405700424499695,0.8406913280776228,396,12d,"[T51 W: 0, T23 W: 15.0, T78 W: 0]",0.33
622,erdos-renyi,100,33,33.0,0.002000727537286286,0.8928095064872075,396,12d,"[T58 W: 0, T74 W: 16.0, T71 W: 0]",0.33
623,erdos-renyi,100,33,34.0,0.0020504161138584012,0.8659389699674346,396,12d,"[T77 W: 0, T10 W: 16.0, T80 W: 0]",0.33
624,erdos-renyi,100,33,30.0,0.0018301610541727675,0.8579184968277208,384,12d,"[T4 W: 0, T26 W: 12.0, T86 W: 0]",0.33
625,erdos-renyi,100,45,36.0,0.001637852593266606,0.915150136487716,528,12d,"[T10 W: 0, T84 W: 18.0, T99 W: 0]",0.45
626,erdos-renyi,100,45,34.0,0.0014853647881170814,0.9242900830056794,552,12d,"[T3 W: 0, T61 W: 16.0, T71 W: 0]",0.45
627,erdos-renyi,100,45,33.0,0.0015306122448979589,0.8819573283858998,516,12d,"[T9 W: 0, T30 W: 16.0, T73 W: 0]",0.45
628,erdos-renyi,100,45,33.0,0.0014584990718642268,0.9163793865464509,540,12d,"[T27 W: 0, T83 W: 17.0, T87 W: 0]",0.45
629,erdos-renyi,100,45,34.0,0.0015771407366174971,0.9333889971240374,516,12d,"[T67 W: 0, T78 W: 17.0, T74 W: 0]",0.45
630,erdos-renyi,125,32,591.0,0.029734352988528882,1.4097907023545986,3,3,"[T61 W: 0, T70 W: 18.0, T18 W: 9.0, T106 W: 12.0, T18 W: 18.0, T86 W: 0]",0.25
631,erdos-renyi,125,32,454.0,0.023305954825462008,1.3608316221765917,3,3,"[T24 W: 0, T29 W: 18.0, T22 W: 8.0, T72 W: 8.0, T6 W: 3.0, T74 W: 5.0, T55 W: 16.0, T58 W: 9.0, T27 W: 0]",0.25
632,erdos-renyi,125,32,508.0,0.02515349574173104,1.6001188354129532,3,3,"[T6 W: 0, T44 W: 18.0, T114 W: 18.0, T24 W: 6.0, T108 W: 6.0, T100 W: 18.0, T29 W: 18.0, T30 W: 0]",0.25
633,erdos-renyi,125,32,524.0,0.026043737574552684,1.5619781312127237,3,3,"[T50 W: 0, T8 W: 9.0, T48 W: 16.0, T94 W: 12.0, T11 W: 4.0, T29 W: 14.0, T41 W: 16.0, T86 W: 18.0, T55 W: 0]",0.25
634,erdos-renyi,125,32,516.0,0.025279247501469725,1.4097589653145208,3,3,"[T86 W: 0, T113 W: 8.0, T45 W: 14.0, T84 W: 8.0, T31 W: 3.0, T96 W: 6.0, T51 W: 16.0, T68 W: 9.0, T87 W: 0]",0.25
635,erdos-renyi,125,42,703.0,0.02679728596477853,1.5534420980407104,3,3,"[T81 W: 0, T6 W: 9.0, T105 W: 18.0, T33 W: 10.0, T60 W: 8.0, T38 W: 17.0, T45 W: 18.0, T93 W: 0]",0.33
636,erdos-renyi,125,42,619.0,0.023884858774502242,1.6003241240932242,3,3,"[T0 W: 0, T75 W: 17.0, T24 W: 16.0, T32 W: 10.0, T4 W: 1.0, T68 W: 14.0, T42 W: 11.0, T52 W: 9.0, T77 W: 0]",0.33
637,erdos-renyi,125,42,743.0,0.02819306367154891,1.6288988388859376,3,3,"[T52 W: 0, T67 W: 9.0, T116 W: 16.0, T83 W: 14.0, T13 W: 6.0, T44 W: 16.0, T23 W: 8.0, T45 W: 18.0, T89 W: 0]",0.33
638,erdos-renyi,125,42,590.0,0.023573597570720792,1.4689148154067444,3,3,"[T10 W: 0, T60 W: 11.0, T83 W: 14.0, T96 W: 14.0, T97 W: 3.0, T96 W: 6.0, T40 W: 16.0, T11 W: 16.0, T119 W: 0]",0.33
639,erdos-renyi,125,42,694.0,0.02608630281160728,1.525033829499323,3,3,"[T40 W: 0, T56 W: 9.0, T18 W: 16.0, T34 W: 10.0, T106 W: 16.0, T88 W: 16.0, T29 W: 9.0, T87 W: 0]",0.33
640,erdos-renyi,125,57,849.0,0.024097411444141688,1.735978655767484,3,3,"[T22 W: 0, T56 W: 18.0, T76 W: 18.0, T9 W: 8.0, T94 W: 3.0, T101 W: 7.0, T9 W: 9.0, T87 W: 14.0, T57 W: 0]",0.45
641,erdos-renyi,125,57,847.0,0.024378309924015656,1.7171310154271242,3,3,"[T58 W: 0, T85 W: 18.0, T57 W: 10.0, T78 W: 12.0, T18 W: 3.0, T89 W: 1.0, T98 W: 6.0, T70 W: 12.0, T57 W: 9.0, T37 W: 9.0, T124 W: 0]",0.45
642,erdos-renyi,125,57,944.0,0.0268212296851915,1.9252755994999433,3,3,"[T95 W: 0, T48 W: 9.0, T67 W: 10.0, T118 W: 11.0, T1 W: 10.0, T22 W: 7.0, T19 W: 12.0, T83 W: 7.0, T57 W: 14.0, T113 W: 0]",0.45
643,erdos-renyi,125,57,831.0,0.02336238403148721,1.693280854652797,3,3,"[T23 W: 0, T101 W: 9.0, T30 W: 8.0, T65 W: 9.0, T8 W: 3.0, T0 W: 4.0, T64 W: 6.0, T72 W: 16.0, T84 W: 18.0, T43 W: 9.0, T54 W: 0]",0.45
644,erdos-renyi,125,57,1071.0,0.029536679536679537,1.6926916712631002,3,3,"[T8 W: 0, T42 W: 18.0, T73 W: 16.0, T86 W: 10.0, T1 W: 4.0, T45 W: 2.0, T34 W: 8.0, T53 W: 8.0, T19 W: 8.0, T10 W: 12.0, T97 W: 0]",0.45
645,erdos-renyi,125,32,33.0,0.0016756372499238347,0.7996344064181984,64,2d,"[T53 W: 0, T18 W: 17.0, T121 W: 0]",0.25
646,erdos-renyi,125,32,34.0,0.0016727344288103903,0.8183607202597658,64,2d,"[T22 W: 0, T42 W: 16.0, T37 W: 0]",0.25
647,erdos-renyi,125,32,34.0,0.0016893570505813376,0.8117857497764086,64,2d,"[T19 W: 0, T8 W: 16.0, T41 W: 0]",0.25
648,erdos-renyi,125,32,33.0,0.0016034985422740526,0.7980563654033042,64,2d,"[T21 W: 0, T69 W: 18.0, T99 W: 0]",0.25
649,erdos-renyi,125,32,33.0,0.0016609623515200325,0.8160358365210388,64,2d,"[T5 W: 0, T19 W: 18.0, T15 W: 0]",0.25
650,erdos-renyi,125,42,34.0,0.001310919185687847,0.8501310919185688,82,2d,"[T16 W: 0, T108 W: 17.0, T71 W: 0]",0.33
651,erdos-renyi,125,42,33.0,0.001291787363970876,0.8465904642605496,82,2d,"[T8 W: 0, T90 W: 18.0, T76 W: 0]",0.33
652,erdos-renyi,125,42,33.0,0.0012601191385367345,0.9006415151978006,84,2d,"[T2 W: 0, T99 W: 17.0, T94 W: 0]",0.33
653,erdos-renyi,125,42,32.0,0.0012439744985227805,0.8801508319079459,82,2d,"[T13 W: 0, T81 W: 18.0, T103 W: 0]",0.33
654,erdos-renyi,125,42,34.0,0.0013009872197137827,0.8357694956761307,84,2d,"[T49 W: 0, T76 W: 17.0, T79 W: 0]",0.33
655,erdos-renyi,125,57,35.0,0.0010045347569025886,0.8878365191435623,112,2d,"[T8 W: 0, T110 W: 18.0, T50 W: 0]",0.45
656,erdos-renyi,125,57,34.0,0.0009668429733265086,0.9025479156002958,114,2d,"[T12 W: 0, T106 W: 18.0, T63 W: 0]",0.45
657,erdos-renyi,125,57,34.0,0.0009631182369270864,0.9574528355333976,112,2d,"[T111 W: 0, T4 W: 18.0, T124 W: 0]",0.45
658,erdos-renyi,125,57,34.0,0.0009659090909090911,0.8787784090909091,112,2d,"[T3 W: 0, T89 W: 18.0, T85 W: 0]",0.45
659,erdos-renyi,125,57,34.0,0.0009659090909090911,0.9103125,112,2d,"[T2 W: 0, T51 W: 18.0, T76 W: 0]",0.45
660,erdos-renyi,125,32,35.0,0.00180430972265182,0.803794205588205,128,4d,"[T46 W: 0, T101 W: 18.0, T55 W: 0]",0.25
661,erdos-renyi,125,32,34.0,0.0017343399306264027,0.7844827586206896,124,4d,"[T65 W: 0, T84 W: 17.0, T112 W: 0]",0.25
662,erdos-renyi,125,32,33.0,0.001715711760424249,0.8510450244358948,124,4d,"[T46 W: 0, T34 W: 15.0, T58 W: 0]",0.25
663,erdos-renyi,125,32,30.0,0.0014604225489241553,0.8226073410573459,132,4d,"[T61 W: 0, T49 W: 15.0, T123 W: 0]",0.25
664,erdos-renyi,125,32,34.0,0.0016464891041162227,0.799225181598063,128,4d,"[T29 W: 0, T1 W: 17.0, T64 W: 0]",0.25
665,erdos-renyi,125,42,33.0,0.0012608895002292526,0.8464007336084365,168,4d,"[T17 W: 0, T48 W: 16.0, T69 W: 0]",0.33
666,erdos-renyi,125,42,35.0,0.0013416130021465806,0.8528058877644894,164,4d,"[T17 W: 0, T60 W: 17.0, T67 W: 0]",0.33
667,erdos-renyi,125,42,32.0,0.0012024650533593868,0.8590109724936119,168,4d,"[T3 W: 0, T77 W: 18.0, T100 W: 0]",0.33
668,erdos-renyi,125,42,35.0,0.0013581684128831976,0.8252231276678308,168,4d,"[T33 W: 0, T121 W: 18.0, T101 W: 0]",0.33
669,erdos-renyi,125,42,34.0,0.0012824381412190704,0.8673053711526856,168,4d,"[T9 W: 0, T2 W: 16.0, T104 W: 0]",0.33
670,erdos-renyi,125,57,36.0,0.0010114632501685772,0.9232130815913688,228,4d,"[T74 W: 0, T1 W: 18.0, T111 W: 0]",0.45
671,erdos-renyi,125,57,33.0,0.0009208103130755065,0.9153970645683353,228,4d,"[T25 W: 0, T78 W: 15.0, T103 W: 0]",0.45
672,erdos-renyi,125,57,36.0,0.001017581547854599,0.9003900729266776,228,4d,"[T48 W: 0, T82 W: 18.0, T53 W: 0]",0.45
673,erdos-renyi,125,57,35.0,0.0009887005649717514,1.0245197740112997,228,4d,"[T0 W: 0, T15 W: 18.0, T58 W: 0]",0.45
674,erdos-renyi,125,57,35.0,0.0009505703422053232,0.9033134166214014,232,4d,"[T70 W: 0, T95 W: 17.0, T89 W: 0]",0.45
675,erdos-renyi,125,32,34.0,0.001690533015115354,0.8502883850437549,192,6d,"[T16 W: 0, T87 W: 18.0, T18 W: 0]",0.25
676,erdos-renyi,125,32,35.0,0.00172873654055122,0.7862293786426948,192,6d,"[T10 W: 0, T102 W: 17.0, T26 W: 0]",0.25
677,erdos-renyi,125,32,30.0,0.0015185260174124314,0.812006479044341,186,6d,"[T12 W: 0, T115 W: 15.0, T14 W: 0]",0.25
678,erdos-renyi,125,32,31.0,0.001535565682583713,0.8273726966514762,192,6d,"[T13 W: 0, T72 W: 15.0, T101 W: 0]",0.25
679,erdos-renyi,125,32,32.0,0.0015772870662460567,0.7923895899053628,192,6d,"[T36 W: 0, T29 W: 17.0, T123 W: 0]",0.25
680,erdos-renyi,125,42,32.0,0.001246785630795605,0.8395932361879529,252,6d,"[T32 W: 0, T92 W: 17.0, T94 W: 0]",0.33
681,erdos-renyi,125,42,34.0,0.001293267402054013,0.8895017116774439,252,6d,"[T5 W: 0, T96 W: 18.0, T22 W: 0]",0.33
682,erdos-renyi,125,42,35.0,0.0013232514177693765,0.8389792060491493,252,6d,"[T53 W: 0, T28 W: 17.0, T66 W: 0]",0.33
683,erdos-renyi,125,42,35.0,0.001363671783682693,0.8741915374425309,246,6d,"[T14 W: 0, T69 W: 17.0, T64 W: 0]",0.33
684,erdos-renyi,125,42,34.0,0.0013328106624853,0.8238337906703254,246,6d,"[T46 W: 0, T21 W: 18.0, T76 W: 0]",0.33
685,erdos-renyi,125,57,34.0,0.0009755537702283943,0.9303626764604612,342,6d,"[T24 W: 0, T124 W: 17.0, T123 W: 0]",0.45
686,erdos-renyi,125,57,35.0,0.0010051694428489374,1.0589316484778863,342,6d,"[T34 W: 0, T101 W: 18.0, T53 W: 0]",0.45
687,erdos-renyi,125,57,33.0,0.0009395820283582939,0.94376743921189,342,6d,"[T6 W: 0, T9 W: 17.0, T122 W: 0]",0.45
688,erdos-renyi,125,57,34.0,0.0009486077785837843,0.9200379443111434,342,6d,"[T39 W: 0, T94 W: 18.0, T124 W: 0]",0.45
689,erdos-renyi,125,57,35.0,0.0010020613834173155,0.8849060925332112,336,6d,"[T5 W: 0, T78 W: 18.0, T15 W: 0]",0.45
690,erdos-renyi,125,32,34.0,0.00167768676601204,0.8154051120102634,256,8d,"[T21 W: 0, T56 W: 17.0, T84 W: 0]",0.25
691,erdos-renyi,125,32,33.0,0.0016646489104116225,0.8161319612590799,248,8d,"[T17 W: 0, T8 W: 15.0, T110 W: 0]",0.25
692,erdos-renyi,125,32,33.0,0.0016248153618906944,0.8013786312161497,256,8d,"[T66 W: 0, T48 W: 17.0, T85 W: 0]",0.25
693,erdos-renyi,125,32,33.0,0.0016713938411669366,0.8058144246353323,256,8d,"[T75 W: 0, T85 W: 15.0, T81 W: 0]",0.25
694,erdos-renyi,125,32,33.0,0.0015580736543909348,0.8331444759206799,264,8d,"[T0 W: 0, T112 W: 15.0, T58 W: 0]",0.25
695,erdos-renyi,125,42,33.0,0.0012619502868068831,0.8226386233269598,328,8d,"[T2 W: 0, T78 W: 17.0, T19 W: 0]",0.33
696,erdos-renyi,125,42,35.0,0.0013438795883888805,0.8575103670711104,336,8d,"[T14 W: 0, T90 W: 18.0, T93 W: 0]",0.33
697,erdos-renyi,125,42,33.0,0.0013246628131021196,0.8503131021194605,328,8d,"[T83 W: 0, T89 W: 15.0, T109 W: 0]",0.33
698,erdos-renyi,125,42,32.0,0.0012305799107829565,0.8461775111521305,336,8d,"[T4 W: 0, T19 W: 14.0, T113 W: 0]",0.33
699,erdos-renyi,125,42,35.0,0.0013349607140132733,0.8926310168586468,328,8d,"[T11 W: 0, T93 W: 17.0, T66 W: 0]",0.33
700,erdos-renyi,125,57,35.0,0.0010275983558426305,0.8736347621843805,440,8d,"[T1 W: 0, T110 W: 17.0, T90 W: 0]",0.45
701,erdos-renyi,125,57,36.0,0.0010070493454179257,0.9257021371824996,456,8d,"[T90 W: 0, T6 W: 18.0, T103 W: 0]",0.45
702,erdos-renyi,125,57,34.0,0.0009545735302375204,0.9398057162109046,456,8d,"[T15 W: 0, T119 W: 18.0, T82 W: 0]",0.45
703,erdos-renyi,125,57,34.0,0.0009462317711232328,0.9093565623956362,456,8d,"[T21 W: 0, T19 W: 17.0, T54 W: 0]",0.45
704,erdos-renyi,125,57,35.0,0.0009904912836767037,0.928769526828164,448,8d,"[T9 W: 0, T122 W: 18.0, T59 W: 0]",0.45
705,erdos-renyi,125,32,36.0,0.0018751953328471718,0.855141160537556,310,10d,"[T12 W: 0, T97 W: 18.0, T121 W: 0]",0.25
706,erdos-renyi,125,32,31.0,0.0015928476004521634,0.7832185797965265,310,10d,"[T78 W: 0, T96 W: 15.0, T116 W: 0]",0.25
707,erdos-renyi,125,32,33.0,0.0016013198757763975,0.7714479813664596,320,10d,"[T7 W: 0, T103 W: 17.0, T35 W: 0]",0.25
708,erdos-renyi,125,32,32.0,0.0016016016016016015,0.867917917917918,320,10d,"[T1 W: 0, T22 W: 17.0, T60 W: 0]",0.25
709,erdos-renyi,125,32,33.0,0.0016730886229973634,0.7993814642060434,310,10d,"[T14 W: 0, T84 W: 17.0, T30 W: 0]",0.25
710,erdos-renyi,125,42,33.0,0.0012626262626262627,0.9326599326599326,420,10d,"[T34 W: 0, T122 W: 17.0, T64 W: 0]",0.33
711,erdos-renyi,125,42,35.0,0.0013401746056057589,0.8130264971664879,410,10d,"[T31 W: 0, T19 W: 18.0, T121 W: 0]",0.33
712,erdos-renyi,125,42,30.0,0.001111193421734943,0.8384324764797393,420,10d,"[T10 W: 0, T89 W: 15.0, T29 W: 0]",0.33
713,erdos-renyi,125,42,33.0,0.0012585812356979405,0.8425629290617849,420,10d,"[T83 W: 0, T10 W: 16.0, T113 W: 0]",0.33
714,erdos-renyi,125,42,33.0,0.0013081741060810275,0.8511852850233885,410,10d,"[T24 W: 0, T58 W: 18.0, T96 W: 0]",0.33
715,erdos-renyi,125,57,35.0,0.000977326035965598,0.9160337317100412,570,10d,"[T21 W: 0, T81 W: 18.0, T101 W: 0]",0.45
716,erdos-renyi,125,57,35.0,0.0010077742585660812,0.8899510509645839,560,10d,"[T26 W: 0, T32 W: 18.0, T67 W: 0]",0.45
717,erdos-renyi,125,57,36.0,0.001025232101156234,0.9171555504926808,560,10d,"[T59 W: 0, T6 W: 18.0, T76 W: 0]",0.45
718,erdos-renyi,125,57,34.0,0.0009370004960590863,0.9276856087747339,570,10d,"[T59 W: 0, T93 W: 16.0, T119 W: 0]",0.45
719,erdos-renyi,125,57,34.0,0.0009784172661870504,0.8752805755395684,550,10d,"[T16 W: 0, T1 W: 17.0, T123 W: 0]",0.45
720,erdos-renyi,125,32,33.0,0.0016178056672222767,0.8973919011667809,384,12d,"[T36 W: 0, T38 W: 16.0, T99 W: 0]",0.25
721,erdos-renyi,125,32,30.0,0.001559900166389351,0.7987208818635607,372,12d,"[T36 W: 0, T120 W: 16.0, T99 W: 0]",0.25
722,erdos-renyi,125,32,32.0,0.001619761085239927,0.7890261186474995,384,12d,"[T50 W: 0, T36 W: 15.0, T120 W: 0]",0.25
723,erdos-renyi,125,32,32.0,0.0015754233950374162,0.8375344623867664,384,12d,"[T57 W: 0, T47 W: 16.0, T71 W: 0]",0.25
724,erdos-renyi,125,32,34.0,0.0018125599744109179,0.8292461882929949,360,12d,"[T99 W: 0, T24 W: 17.0, T108 W: 0]",0.25
725,erdos-renyi,125,42,32.0,0.0012054546824380322,0.8307089580351089,504,12d,"[T5 W: 0, T101 W: 15.0, T60 W: 0]",0.33
726,erdos-renyi,125,42,35.0,0.001368042526579112,0.8559255784865542,492,12d,"[T41 W: 0, T51 W: 17.0, T81 W: 0]",0.33
727,erdos-renyi,125,42,30.0,0.0011532251864380715,0.8523487352963789,504,12d,"[T3 W: 0, T98 W: 18.0, T123 W: 0]",0.33
728,erdos-renyi,125,42,36.0,0.0013706975327444412,0.8658620164483704,504,12d,"[T81 W: 0, T82 W: 18.0, T86 W: 0]",0.33
729,erdos-renyi,125,42,33.0,0.001296762024520591,0.8243083935869223,492,12d,"[T60 W: 0, T113 W: 15.0, T66 W: 0]",0.33
730,erdos-renyi,125,57,34.0,0.0009696554871092859,0.9053730321697468,672,12d,"[T71 W: 0, T100 W: 16.0, T116 W: 0]",0.45
731,erdos-renyi,125,57,35.0,0.0009988584474885844,0.9456906392694064,672,12d,"[T29 W: 0, T122 W: 18.0, T79 W: 0]",0.45
732,erdos-renyi,125,57,35.0,0.000975147665217876,0.8919815000557227,684,12d,"[T40 W: 0, T96 W: 17.0, T68 W: 0]",0.45
733,erdos-renyi,125,57,34.0,0.0009563994374120957,0.8985372714486638,684,12d,"[T25 W: 0, T113 W: 16.0, T64 W: 0]",0.45
734,erdos-renyi,125,57,36.0,0.0010302197802197802,0.9499198717948718,684,12d,"[T50 W: 0, T93 W: 18.0, T123 W: 0]",0.45
735,erdos-renyi,150,38,640.0,0.022492443944612358,1.550854009981022,3,3,"[T42 W: 0, T40 W: 18.0, T25 W: 9.0, T5 W: 16.0, T47 W: 4.0, T32 W: 6.0, T2 W: 16.0, T24 W: 18.0, T88 W: 0]",0.25
736,erdos-renyi,150,38,574.0,0.02023264011279521,1.420585125132182,3,3,"[T9 W: 0, T26 W: 18.0, T103 W: 18.0, T88 W: 12.0, T111 W: 4.0, T75 W: 10.0, T97 W: 12.0, T13 W: 14.0, T11 W: 0]",0.25
737,erdos-renyi,150,38,583.0,0.020641552188075344,1.4883161025350518,3,3,"[T68 W: 0, T110 W: 9.0, T111 W: 9.0, T25 W: 8.0, T49 W: 6.0, T60 W: 1.0, T39 W: 2.0, T147 W: 4.0, T36 W: 10.0, T4 W: 18.0, T72 W: 0]",0.25
738,erdos-renyi,150,38,595.0,0.0210530040336848,1.4750548439600877,3,3,"[T76 W: 0, T19 W: 9.0, T143 W: 8.0, T29 W: 8.0, T22 W: 1.0, T126 W: 8.0, T93 W: 13.0, T116 W: 18.0, T83 W: 9.0, T129 W: 0]",0.25
739,erdos-renyi,150,38,604.0,0.02105997210599721,1.473047419804742,3,3,"[T72 W: 0, T140 W: 9.0, T86 W: 16.0, T30 W: 7.0, T147 W: 6.0, T30 W: 16.0, T53 W: 9.0, T103 W: 0]",0.25
740,erdos-renyi,150,50,898.0,0.02474374517800066,1.5954204783423345,3,3,"[T38 W: 0, T63 W: 12.0, T4 W: 10.0, T94 W: 16.0, T42 W: 7.0, T16 W: 4.0, T63 W: 8.0, T4 W: 15.0, T68 W: 15.0, T43 W: 0]",0.33
741,erdos-renyi,150,50,774.0,0.020709584202921814,1.5819018569058705,3,3,"[T10 W: 0, T73 W: 9.0, T145 W: 18.0, T32 W: 14.0, T93 W: 6.0, T36 W: 2.0, T44 W: 8.0, T71 W: 9.0, T121 W: 9.0, T110 W: 0]",0.33
742,erdos-renyi,150,50,776.0,0.02083109631697627,1.7061365832706967,3,3,"[T82 W: 0, T49 W: 10.0, T41 W: 8.0, T137 W: 16.0, T118 W: 6.0, T17 W: 8.0, T149 W: 13.0, T76 W: 9.0, T89 W: 0]",0.33
743,erdos-renyi,150,50,750.0,0.0196078431372549,1.5767058823529412,3,3,"[T60 W: 0, T16 W: 9.0, T109 W: 16.0, T51 W: 8.0, T80 W: 4.0, T111 W: 1.0, T149 W: 3.0, T110 W: 16.0, T35 W: 9.0, T132 W: 9.0, T66 W: 0]",0.33
744,erdos-renyi,150,50,830.0,0.0224275832252486,1.6706658019887592,3,3,"[T4 W: 0, T27 W: 18.0, T119 W: 18.0, T55 W: 16.0, T130 W: 5.0, T135 W: 7.0, T101 W: 18.0, T13 W: 18.0, T100 W: 0]",0.33
745,erdos-renyi,150,68,1250.0,0.025466547143672073,1.9191386195094124,3,3,"[T12 W: 0, T20 W: 18.0, T90 W: 17.0, T2 W: 7.0, T134 W: 11.0, T147 W: 4.0, T15 W: 11.0, T80 W: 18.0, T29 W: 10.0, T117 W: 0]",0.45
746,erdos-renyi,150,68,1167.0,0.022800984721191044,1.787874643429331,3,3,"[T20 W: 0, T126 W: 14.0, T40 W: 16.0, T3 W: 8.0, T51 W: 8.0, T117 W: 16.0, T70 W: 8.0, T66 W: 10.0, T57 W: 16.0, T113 W: 0]",0.45
747,erdos-renyi,150,68,1073.0,0.02141032803894964,2.0380517200095776,3,3,"[T32 W: 0, T16 W: 18.0, T73 W: 9.0, T101 W: 17.0, T115 W: 8.0, T2 W: 5.0, T20 W: 11.0, T19 W: 13.0, T108 W: 0]",0.45
748,erdos-renyi,150,68,1108.0,0.021739983518424048,1.804006592630381,3,3,"[T35 W: 0, T79 W: 9.0, T111 W: 18.0, T75 W: 8.0, T34 W: 8.0, T120 W: 2.0, T30 W: 8.0, T18 W: 7.0, T73 W: 12.0, T14 W: 15.0, T45 W: 0]",0.45
749,erdos-renyi,150,68,1086.0,0.02137206281733381,1.8035777541622384,3,3,"[T7 W: 0, T111 W: 18.0, T74 W: 18.0, T20 W: 10.0, T91 W: 7.0, T43 W: 5.0, T49 W: 11.0, T110 W: 18.0, T20 W: 18.0, T93 W: 0]",0.45
750,erdos-renyi,150,38,33.0,0.0011236720239716695,0.8073413238899483,78,2d,"[T127 W: 0, T72 W: 15.0, T141 W: 0]",0.25
751,erdos-renyi,150,38,35.0,0.0012185780934475315,0.8087180558456932,76,2d,"[T5 W: 0, T47 W: 17.0, T32 W: 0]",0.25
752,erdos-renyi,150,38,34.0,0.0012380744301216224,0.7917121841089505,74,2d,"[T43 W: 0, T20 W: 17.0, T47 W: 0]",0.25
753,erdos-renyi,150,38,33.0,0.0011571638964864295,0.8012833999579213,76,2d,"[T29 W: 0, T123 W: 17.0, T105 W: 0]",0.25
754,erdos-renyi,150,38,31.0,0.0010965688008489564,0.8104704633887513,74,2d,"[T108 W: 0, T142 W: 14.0, T117 W: 0]",0.25
755,erdos-renyi,150,50,36.0,0.0009825327510917029,0.8503002183406113,98,2d,"[T22 W: 0, T52 W: 18.0, T67 W: 0]",0.33
756,erdos-renyi,150,50,32.0,0.0008538798164158393,0.8641263742128296,100,2d,"[T62 W: 0, T133 W: 17.0, T113 W: 0]",0.33
757,erdos-renyi,150,50,36.0,0.0009824791223186507,0.8436766552044103,98,2d,"[T59 W: 0, T57 W: 18.0, T131 W: 0]",0.33
758,erdos-renyi,150,50,35.0,0.0009399505854549359,0.8548716296057579,100,2d,"[T40 W: 0, T50 W: 17.0, T135 W: 0]",0.33
759,erdos-renyi,150,50,34.0,0.0008952551477170994,0.8473063352467218,100,2d,"[T34 W: 0, T90 W: 17.0, T78 W: 0]",0.33
760,erdos-renyi,150,68,34.0,0.0006759712115789893,0.8923018807904887,134,2d,"[T37 W: 0, T67 W: 17.0, T66 W: 0]",0.45
761,erdos-renyi,150,68,34.0,0.0006643220007815552,0.8974794841735053,136,2d,"[T30 W: 0, T48 W: 16.0, T141 W: 0]",0.45
762,erdos-renyi,150,68,35.0,0.0006833535085321566,0.8986879612636183,138,2d,"[T32 W: 0, T54 W: 17.0, T74 W: 0]",0.45
763,erdos-renyi,150,68,36.0,0.0007156204031328272,0.8909076452113068,136,2d,"[T27 W: 0, T18 W: 18.0, T149 W: 0]",0.45
764,erdos-renyi,150,68,35.0,0.000691699604743083,0.9100395256916995,136,2d,"[T35 W: 0, T134 W: 18.0, T90 W: 0]",0.45
765,erdos-renyi,150,38,32.0,0.0011628752089541392,0.7926811541536449,148,4d,"[T33 W: 0, T24 W: 15.0, T147 W: 0]",0.25
766,erdos-renyi,150,38,34.0,0.0012048192771084338,0.8104535790219702,148,4d,"[T51 W: 0, T123 W: 18.0, T52 W: 0]",0.25
767,erdos-renyi,150,38,34.0,0.001205588256152046,0.9054322388483086,152,4d,"[T40 W: 0, T17 W: 18.0, T65 W: 0]",0.25
768,erdos-renyi,150,38,32.0,0.0011161492849668642,0.80976630624346,152,4d,"[T135 W: 0, T42 W: 15.0, T139 W: 0]",0.25
769,erdos-renyi,150,38,32.0,0.0011343495214462954,0.8187167671038639,152,4d,"[T13 W: 0, T138 W: 17.0, T96 W: 0]",0.25
770,erdos-renyi,150,50,35.0,0.0009336320956039266,0.8429897567221509,200,4d,"[T119 W: 0, T92 W: 18.0, T120 W: 0]",0.33
771,erdos-renyi,150,50,36.0,0.0009757155247181265,0.8308759757155247,196,4d,"[T11 W: 0, T109 W: 18.0, T69 W: 0]",0.33
772,erdos-renyi,150,50,32.0,0.0008533788468718332,0.8631927036108592,200,4d,"[T37 W: 0, T9 W: 18.0, T109 W: 0]",0.33
773,erdos-renyi,150,50,33.0,0.0008983013937282231,0.8292955139372822,196,4d,"[T42 W: 0, T38 W: 18.0, T133 W: 0]",0.33
774,erdos-renyi,150,50,34.0,0.0008864785941492412,0.8530792094696772,204,4d,"[T23 W: 0, T24 W: 17.0, T97 W: 0]",0.33
775,erdos-renyi,150,68,36.0,0.0007076027989621825,0.9012500982781664,272,4d,"[T89 W: 0, T29 W: 18.0, T125 W: 0]",0.45
776,erdos-renyi,150,68,36.0,0.0007104795737122557,0.9308269192816262,268,4d,"[T43 W: 0, T79 W: 18.0, T75 W: 0]",0.45
777,erdos-renyi,150,68,36.0,0.0007111251580278129,0.8924028128950695,268,4d,"[T3 W: 0, T118 W: 18.0, T124 W: 0]",0.45
778,erdos-renyi,150,68,36.0,0.0007115186971302079,0.8851094948217251,272,4d,"[T9 W: 0, T86 W: 18.0, T15 W: 0]",0.45
779,erdos-renyi,150,68,35.0,0.0006912078363219843,0.9323801248123864,272,4d,"[T6 W: 0, T83 W: 17.0, T39 W: 0]",0.45
780,erdos-renyi,150,38,30.0,0.0010477787091366306,0.8131112042469963,228,6d,"[T24 W: 0, T2 W: 12.0, T56 W: 0]",0.25
781,erdos-renyi,150,38,33.0,0.0011528787031861375,0.8129891000558972,234,6d,"[T59 W: 0, T16 W: 15.0, T107 W: 0]",0.25
